District,Date,AQI
Bahawalnagar,10/12/2023,147.1722067
Bahawalnagar,10/13/2023,121.9225855
Bahawalnagar,10/14/2023,138.2989989
Bahawalnagar,10/15/2023,158.4066307
Bahawalnagar,10/16/2023,147.1955336
Bahawalnagar,10/17/2023,123.1071151
Bahawalnagar,10/18/2023,182.4182862
Bahawalnagar,10/19/2023,214.2820342
Bahawalnagar,10/20/2023,201.719886
Bahawalnagar,10/21/2023,151.4584322
Bahawalnagar,10/22/2023,165.4536408
Bahawalnagar,10/23/2023,253.498996
Bahawalnagar,10/24/2023,205.7970253
Bahawalnagar,10/25/2023,160.5825104
Bahawalnagar,10/26/2023,203.5611344
Bahawalnagar,10/27/2023,137.5290258
Bahawalnagar,10/28/2023,198.7505968
Bahawalnagar,10/29/2023,208.1055048
Bahawalnagar,10/30/2023,222.8455633
Bahawalnagar,10/31/2023,197.4876804
Bahawalnagar,11/1/2023,246.499884
Bahawalnagar,11/2/2023,237.7684728
Bahawalnagar,11/3/2023,195.5570318
Bahawalnagar,11/4/2023,154.7064429
Bahawalnagar,11/5/2023,186.7061394
Bahawalnagar,11/6/2023,199.4565571
Bahawalnagar,11/7/2023,261.5819764
Bahawalnagar,11/8/2023,319.8041947
Bahawalnagar,11/9/2023,166.5165662
Bahawalnagar,11/10/2023,111.9228746
Bahawalnagar,11/11/2023,252.5348526
Bahawalnagar,11/12/2023,258.0593114
Bahawalnagar,11/13/2023,210.821814
Bahawalnagar,11/14/2023,272.0247135
Bahawalnagar,11/15/2023,247.8760188
Bahawalnagar,11/16/2023,302.4558503
Bahawalnagar,11/17/2023,271.0577404
Bahawalnagar,11/18/2023,293.1061304
Bahawalnagar,11/19/2023,278.3581413
Bahawalnagar,11/20/2023,332.4079336
Bahawalnagar,11/21/2023,286.999365
Bahawalnagar,11/22/2023,233.572406
Bahawalnagar,11/23/2023,196.1768959
Bahawalnagar,11/24/2023,332.4849098
Bahawalnagar,11/25/2023,329.4024687
Bahawalnagar,11/26/2023,248.9741902
Bahawalnagar,11/27/2023,223.5616086
Bahawalnagar,11/28/2023,199.4890839
Bahawalnagar,11/29/2023,160.5828608
Bahawalnagar,11/30/2023,180.952318
Bahawalnagar,12/1/2023,236.8855505
Bahawalnagar,12/2/2023,388.3042894
Bahawalnagar,12/3/2023,325.891784
Bahawalnagar,12/4/2023,305.1566184
Bahawalnagar,12/5/2023,366.0648222
Bahawalnagar,12/6/2023,375.0638688
Bahawalnagar,12/7/2023,454.6006428
Bahawalnagar,12/8/2023,386.295797
Bahawalnagar,12/9/2023,483.6943443
Bahawalnagar,12/10/2023,427.259086
Bahawalnagar,12/11/2023,267.7054129
Bahawalnagar,12/12/2023,245.0422944
Bahawalnagar,12/13/2023,367.5832568
Bahawalnagar,12/14/2023,423.0016592
Bahawalnagar,12/15/2023,340.939401
Bahawalnagar,12/16/2023,394.926569
Bahawalnagar,12/17/2023,333.7482132
Bahawalnagar,12/18/2023,304.9377177
Bahawalnagar,12/19/2023,307.7300197
Bahawalnagar,12/20/2023,405.34874
Bahawalnagar,12/21/2023,480.530986
Bahawalnagar,12/22/2023,432.6846161
Bahawalnagar,12/23/2023,399.3893132
Bahawalnagar,12/24/2023,535.4778643
Bahawalnagar,12/25/2023,595.6308558
Bahawalnagar,12/26/2023,484.2391783
Bahawalnagar,12/27/2023,512.7041614
Bahawalnagar,12/28/2023,371.5756283
Bahawalnagar,12/29/2023,301.9898552
Bahawalnagar,12/30/2023,484.8329469
Bahawalnagar,12/31/2023,449.9066213
Bahawalnagar,1/1/2024,441.3287509
Bahawalnagar,1/2/2024,431.0757838
Bahawalnagar,1/3/2024,517.8898879
Bahawalnagar,1/4/2024,580.7482908
Bahawalnagar,1/5/2024,557.753015
Bahawalnagar,1/6/2024,614.197273
Bahawalnagar,1/7/2024,567.6088976
Bahawalnagar,1/8/2024,551.5397562
Bahawalnagar,1/9/2024,519.3889261
Bahawalnagar,1/10/2024,551.6527176
Bahawalnagar,1/11/2024,516.0735168
Bahawalnagar,1/12/2024,338.6447215
Bahawalnagar,1/13/2024,467.348445
Bahawalnagar,1/14/2024,570.5830327
Bahawalnagar,1/15/2024,370.5802106
Bahawalnagar,1/16/2024,369.5336339
Bahawalnagar,1/17/2024,565.3356902
