District,date,Vehicle,Industry,Residential,Misc,Construction,Agriculture,Sum_of_Sources,Vehicle%,Industry%,Residential%,Misc%,Construction%,Agriculture%
Khushab,11/28/2024 0:00,360.9599995,167.0399996,80.43999977,41.49999952,39.67999954,872.3799983,1561.999996,23.10883485,10.69398207,5.149807936,2.656850168,2.540332883,55.85019209
Khushab,11/28/2024 1:00,367.955,169.0750001,81.68000002,40.40500021,38.68500023,891.0000006,1588.800001,23.1593026,10.64167925,5.140986906,2.543114311,2.434856508,56.08006042
Khushab,11/28/2024 2:00,373.655,171.2649999,83.00999994,40.98499956,39.35499954,908.7299992,1616.999998,23.10791592,10.59152752,5.133580708,2.53463201,2.433828051,56.19851578
Khushab,11/28/2024 3:00,369.0699996,171.0799996,82.40499983,42.22999954,40.55499954,889.7599984,1595.099997,23.13773434,10.72534637,5.166133785,2.647482893,2.542473803,55.78082881
Khushab,11/28/2024 4:00,343.1049999,164.1149999,77.05999999,41.26500001,39.275,792.7799996,1457.599999,23.53903677,11.2592618,5.286772779,2.831023602,2.694497806,54.38940724
Khushab,11/28/2024 5:00,305.9149999,154.105,69.52499995,40.59499998,38.15,657.41,1265.7,24.16962945,12.17547602,5.493007819,3.207316109,3.014142372,51.94042823
Khushab,11/28/2024 6:00,276.1600001,146.2700002,63.55000005,40.23500042,37.47000046,548.7150012,1112.400002,24.82560225,13.1490471,5.712873059,3.616954363,3.368392698,49.32713053
Khushab,11/28/2024 7:00,258.4600004,140.3800003,59.4950002,37.47000027,34.53500023,482.160001,1012.500002,25.52691356,13.86469135,5.876049388,3.700740758,3.410864212,47.62074072
Khushab,11/28/2024 8:00,248.3099998,136.7599998,57.05499992,35.13999977,32.16499977,442.6699993,952.0999985,26.0802437,14.3640374,5.992542802,3.690788765,3.378321586,46.49406575
Khushab,11/28/2024 9:00,242.2550001,133.8549999,55.44000003,32.74999981,29.86499977,421.2349995,915.3999991,26.46438719,14.62256938,6.05636881,3.577670946,3.262508171,46.01649551
Khushab,11/28/2024 10:00,239.32,131.4499999,54.59499998,31.06999979,28.41499977,417.8499994,902.6999989,26.51157641,14.56186995,6.047967215,3.441896514,3.147778864,46.28891104
Khushab,11/28/2024 11:00,240.4650001,129.9450001,54.73000007,30.38500023,27.98500023,435.0900006,918.6000013,26.17733505,14.14598301,5.957979533,3.307750945,3.0464838,47.36446766
Khushab,11/28/2024 12:00,250.0699999,133.3799999,57.30499997,33.66999979,31.41499977,478.0599993,983.8999987,25.41620086,13.55625572,5.824270764,3.422095725,3.192905764,48.58827116
Khushab,11/28/2024 13:00,266.5449996,139.7249997,61.34499984,37.42999954,35.17999954,537.6749985,1077.899997,24.7281752,12.96270527,5.691158737,3.472492778,3.263753562,49.88171446
Khushab,11/28/2024 14:00,288.0899999,148.0599998,66.50999994,41.93999958,39.57999954,612.6199986,1196.799997,24.07169122,12.37132354,5.557319526,3.504344893,3.307152376,51.18816845
Khushab,11/28/2024 15:00,313.4249993,158.0749993,72.39999971,46.0899991,43.73499908,694.0749969,1327.799994,23.60483513,11.90503089,5.452628413,3.471155244,3.293794193,52.27255613
Khushab,11/28/2024 16:00,344.9999995,170.4299996,79.33499975,49.1699995,46.95499954,787.2099986,1478.099997,23.34077534,11.53034301,5.367363503,3.326567865,3.176713325,53.25823696
Khushab,11/28/2024 17:00,379.249999,183.4099989,86.4449995,50.55499821,48.49499817,882.3449947,1630.499989,23.25973638,11.24869673,5.301747937,3.100582555,2.974240939,54.11499546
Khushab,11/28/2024 18:00,402.8800011,191.6700008,90.99500046,49.72500095,47.81500092,945.4150034,1728.500008,23.30807054,11.08880532,5.264391094,2.87677181,2.766271374,54.69568986
Khushab,11/28/2024 19:00,410.8300004,193.9100005,92.12500024,47.60000091,45.71500092,961.9200023,1752.100005,23.44786252,11.06729067,5.257976141,2.716739956,2.609154773,54.90097594
Khushab,11/28/2024 20:00,410.9900009,193.7600008,91.73500037,45.33000093,43.56500092,953.7200032,1739.100007,23.63233852,11.14139497,5.27485481,2.606520657,2.505031381,54.83985966
Khushab,11/28/2024 21:00,408.4750004,192.3050005,90.81000023,43.3600009,41.61500092,941.8350024,1718.400005,23.7706587,11.19093342,5.284567036,2.523277512,2.421729562,54.80883377
Khushab,11/28/2024 22:00,404.1150005,189.8450006,89.50500031,41.37000113,39.65000114,927.8150031,1692.300007,23.87963121,11.21816462,5.288955855,2.444602077,2.342965253,54.82568099
Khushab,11/28/2024 23:00,398.0749998,186.8149998,87.92999988,39.40999975,37.81499977,909.7549993,1659.799998,23.98331125,11.25527172,5.297626218,2.374382443,2.278286529,54.81112184
Sialkot,11/28/2024 0:00,583.299999,292.7099996,119.6399998,2.073999996,27.65,250.6259997,1275.999998,45.71316614,22.93965517,9.376175545,0.162539185,2.166927903,19.64153606
Sialkot,11/28/2024 1:00,677.4199996,330.9699994,138.4199999,2.102999983,28.03999977,288.8469997,1465.799998,46.21503618,22.57947877,9.443307412,0.143471141,1.912948547,19.70575795
Sialkot,11/28/2024 2:00,842.1299998,403.9150004,171.59,2.336000013,31.46000023,357.4690001,1808.900001,46.55481229,22.32931617,9.485875389,0.129139257,1.739178518,19.76167837
Sialkot,11/28/2024 3:00,927.5500006,442.4650002,189.4900002,2.471000004,33.35,391.9740002,1987.300001,46.67387913,22.2646304,9.535047554,0.124339556,1.678156291,19.72394706
Sialkot,11/28/2024 4:00,842.2300001,396.9250005,174.0200001,2.180000019,27.66000023,350.2850002,1793.300001,46.96537108,22.13377573,9.70389784,0.121563599,1.542407863,19.53298388
Sialkot,11/28/2024 5:00,680.0799988,322.6099976,143.9199997,1.838999939,22.25999908,276.6909988,1447.399994,46.98632041,22.2889318,9.943346711,0.127055406,1.537930025,19.11641564
Sialkot,11/28/2024 6:00,551.1800005,268.4800007,120.1350001,1.817000017,20.63500023,220.2530003,1182.500002,46.61141646,22.70443977,10.15940803,0.153657506,1.745031729,18.62604651
Sialkot,11/28/2024 7:00,484.8599996,238.8799996,107.9549999,1.691999989,18.74499989,190.1679998,1042.299999,46.51827691,22.91854551,10.35738271,0.1623333,1.798426548,18.24503502
Sialkot,11/28/2024 8:00,444.9099999,217.1149997,100.41,1.390999994,15.41999989,170.4539999,949.6999993,46.84742552,22.86142991,10.57281247,0.146467305,1.623670622,17.94819417
Sialkot,11/28/2024 9:00,442.7099997,212.6749996,100.0899999,1.26999999,13.61999989,167.7349998,938.099999,47.19219702,22.67082399,10.66943823,0.135380023,1.451870792,17.88028995
Sialkot,11/28/2024 10:00,482.7700003,227.4250009,107.735,1.240000019,13.06500034,183.7650004,1016.000002,47.51673222,22.38435044,10.60383857,0.122047246,1.285925228,18.0871063
Sialkot,11/28/2024 11:00,564.1499998,267.3249999,123.515,1.395,16.325,219.6899999,1192.4,47.31214358,22.41907078,10.35852063,0.116990943,1.369087555,18.42418652
Sialkot,11/28/2024 12:00,673.2100004,324.8350011,144.7900002,1.859000034,23.12000046,269.8860005,1437.700003,46.82548509,22.5940739,10.07094664,0.129303751,1.608124116,18.7720665
Sialkot,11/28/2024 13:00,832.2400007,403.2400018,175.8650002,2.361000042,30.45500069,340.9390008,1785.100004,46.62147772,22.58921073,9.851829015,0.1322615,1.706066921,19.09915411
Sialkot,11/28/2024 14:00,1015.53,490.6050003,211.5849998,2.847000008,37.53500023,421.8980001,2180,46.58394493,22.50481653,9.705733938,0.130596331,1.721789001,19.35311927
Sialkot,11/28/2024 15:00,1133.080003,543.3000041,234.1300007,3.055000095,40.61000137,473.225002,2427.400011,46.67875083,22.38197255,9.645299482,0.125854827,1.672983488,19.49513883
Sialkot,11/28/2024 16:00,1149.959999,548.1400007,236.7349998,3.001000023,39.99500046,480.8690002,2458.700001,46.77105784,22.29389517,9.628462186,0.122056372,1.62667265,19.55785578
Sialkot,11/28/2024 17:00,1104.819999,525.599999,227.0449997,2.754999981,37.76499977,462.1149994,2360.099997,46.81242322,22.27024277,9.620143215,0.116732341,1.600144054,19.5803144
Sialkot,11/28/2024 18:00,1023.159998,488.4499978,210.1149996,2.604999952,35.84499931,428.9249989,2189.099994,46.7388425,22.31282258,9.598236727,0.118998673,1.637430881,19.59366864
Sialkot,11/28/2024 19:00,885.33,428.2050004,181.86,2.437000017,33.61000023,373.0580002,1904.500001,46.48621683,22.48385404,9.54896298,0.127960095,1.764767667,19.58823838
Sialkot,11/28/2024 20:00,711.1699993,355.4149992,146.4099998,2.330999985,32.28999977,303.2839996,1550.899998,45.85530984,22.91669351,9.440324977,0.150299825,2.082016882,19.55535496
