,Date,District,Final_aqi
1101,2024-11-09,Multan,219.6569575
1102,2024-11-09,Muzaffargarh,173.37061941666664
1103,2024-11-09,Nankana Sahib,185.95773741666667
1104,2024-11-09,Narowal,122.37039979166667
1105,2024-11-09,Okara,190.29665541666668
1106,2024-11-09,Pakpattan,223.69553541666667
1107,2024-11-09,Rahim Yar Khan,149.013623125
1108,2024-11-09,Rajanpur,164.16314166666666
1109,2024-11-09,Rawalpindi,143.14643708333332
1110,2024-11-09,Sahiwal,213.90225316666667
1111,2024-11-09,Sargodha,181.13786916666666
1112,2024-11-09,Sheikhupura,188.61818974999997
1113,2024-11-09,Sialkot,132.523041625
1114,2024-11-09,Toba Tek Singh,214.82836145833335
1115,2024-11-09,Vehari,214.07869125
1116,2024-11-10,Attock,144.78596975
1117,2024-11-10,Bahawalnagar,184.43660350000002
1118,2024-11-10,Bahawalpur,140.16577908333332
1119,2024-11-10,Bhakkar,113.92160354166667
1120,2024-11-10,Chakwal,83.72994729166668
1121,2024-11-10,Chiniot,169.04586983333334
1122,2024-11-10,Dera Ghazi Khan,140.18296412499998
1123,2024-11-10,Faisalabad,168.84342770833334
1124,2024-11-10,Gujranwala,141.54396725
1125,2024-11-10,Gujrat,74.06688845833334
1126,2024-11-10,Hafizabad,147.26365033333335
1127,2024-11-10,Jhang,175.776349
1128,2024-11-10,Jhelum,124.63010783333334
1129,2024-11-10,Kasur,155.19506791666666
1130,2024-11-10,Khanewal,184.90635125000003
1131,2024-11-10,Khushab,100.40321291666667
1132,2024-11-10,Lahore,159.21878991666668
1133,2024-11-10,Layyah,117.274005
1134,2024-11-10,Lodhran,195.89243041666668
1135,2024-11-10,Mandi Bahuddin,147.161808125
1136,2024-11-10,Mianwali,114.08772870833333
1137,2024-11-10,Multan,204.21054958333332
1138,2024-11-10,Muzaffargarh,155.143673
1139,2024-11-10,Nankana Sahib,144.16629795833333
1140,2024-11-10,Narowal,142.32470225
1141,2024-11-10,Okara,151.90694666666667
1142,2024-11-10,Pakpattan,191.75096062499998
1143,2024-11-10,Rahim Yar Khan,140.52938308333333
1144,2024-11-10,Rajanpur,161.86165041666666
1145,2024-11-10,Rawalpindi,103.72585079166667
1146,2024-11-10,Sahiwal,179.28509466666665
1147,2024-11-10,Sargodha,152.720905625
1148,2024-11-10,Sheikhupura,185.50379187500002
1149,2024-11-10,Sialkot,147.7960865
1150,2024-11-10,Toba Tek Singh,173.44863358333336
1151,2024-11-10,Vehari,187.45240666666666
1152,2024-11-11,Attock,195.65019291666667
1153,2024-11-11,Bahawalnagar,163.83609458333333
1154,2024-11-11,Bahawalpur,118.409658
1155,2024-11-11,Bhakkar,148.87731916666667
1156,2024-11-11,Chakwal,155.45666520833333
1157,2024-11-11,Chiniot,235.41053875
1158,2024-11-11,Dera Ghazi Khan,139.78914375
1159,2024-11-11,Faisalabad,194.83006187499998
1160,2024-11-11,Gujranwala,209.19466458333332
1161,2024-11-11,Gujrat,230.24920666666665
1162,2024-11-11,Hafizabad,217.1733245833333
1163,2024-11-11,Jhang,206.16721099999998
1164,2024-11-11,Jhelum,200.27356125000003
1165,2024-11-11,Kasur,193.51420374999998
1166,2024-11-11,Khanewal,153.67514895833332
1167,2024-11-11,Khushab,143.86109641666667
1168,2024-11-11,Lahore,382.59401166666663
1169,2024-11-11,Layyah,133.49256829166666
1170,2024-11-11,Lodhran,150.82274666666666
1171,2024-11-11,Mandi Bahuddin,216.21858958333334
1172,2024-11-11,Mianwali,159.55924333333334
1173,2024-11-11,Multan,192.66580375
1174,2024-11-11,Muzaffargarh,148.59113708333334
1175,2024-11-11,Nankana Sahib,193.15060375
1176,2024-11-11,Narowal,244.4332025
1177,2024-11-11,Okara,149.313720875
1178,2024-11-11,Pakpattan,166.64134041666668
1179,2024-11-11,Rahim Yar Khan,135.80388025
1180,2024-11-11,Rajanpur,156.68925083333332
1181,2024-11-11,Rawalpindi,181.54695166666667
1182,2024-11-11,Sahiwal,176.01766124999997
1183,2024-11-11,Sargodha,210.59759625
1184,2024-11-11,Sheikhupura,351.7063395833333
1185,2024-11-11,Sialkot,245.29531791666668
1186,2024-11-11,Toba Tek Singh,179.8151571666667
1187,2024-11-11,Vehari,151.62732208333333
1188,2024-11-12,Attock,204.620895
1189,2024-11-12,Bahawalnagar,169.336265
1190,2024-11-12,Bahawalpur,148.452512875
1191,2024-11-12,Bhakkar,148.61312291666667
1192,2024-11-12,Chakwal,157.10970208333333
1193,2024-11-12,Chiniot,220.49410708333335
1194,2024-11-12,Dera Ghazi Khan,150.50868499999999
1195,2024-11-12,Faisalabad,194.936645
1196,2024-11-12,Gujranwala,192.52234416666667
1197,2024-11-12,Gujrat,231.716735
1198,2024-11-12,Hafizabad,197.83720458333335
1199,2024-11-12,Jhang,210.52796375
1200,2024-11-12,Jhelum,200.31374416666665
1201,2024-11-12,Kasur,191.04267687499998
1202,2024-11-12,Khanewal,171.93339558333332
1203,2024-11-12,Khushab,132.96846566666667
1204,2024-11-12,Lahore,344.9805895833333
1205,2024-11-12,Layyah,136.01569741666665
1206,2024-11-12,Lodhran,175.48809666666668
1207,2024-11-12,Mandi Bahuddin,196.84453333333332
1208,2024-11-12,Mianwali,146.31661391666668
1209,2024-11-12,Multan,198.66723333333334
1210,2024-11-12,Muzaffargarh,160.38992008333332
1211,2024-11-12,Nankana Sahib,193.43268249999997
1212,2024-11-12,Narowal,218.18831624999999
1213,2024-11-12,Okara,154.90110625
1214,2024-11-12,Pakpattan,178.53925958333332
1215,2024-11-12,Rahim Yar Khan,146.20906125000002
1216,2024-11-12,Rajanpur,168.72354333333334
1217,2024-11-12,Rawalpindi,178.29862041666664
1218,2024-11-12,Sahiwal,178.6456165
1219,2024-11-12,Sargodha,196.88241625
1220,2024-11-12,Sheikhupura,329.4057529166667
1221,2024-11-12,Sialkot,225.45880499999998
1222,2024-11-12,Toba Tek Singh,184.42234708333334
1223,2024-11-12,Vehari,172.91710287499998
1224,2024-11-13,Attock,213.17443624999999
1225,2024-11-13,Bahawalnagar,205.22555916666667
1226,2024-11-13,Bahawalpur,171.92917291666666
1227,2024-11-13,Bhakkar,170.17460416666668
1228,2024-11-13,Chakwal,159.84391583333334
1229,2024-11-13,Chiniot,246.4527295833333
1230,2024-11-13,Dera Ghazi Khan,170.22974
1231,2024-11-13,Faisalabad,225.82078333333334
1232,2024-11-13,Gujranwala,210.67583875
1233,2024-11-13,Gujrat,225.1923833333333
1234,2024-11-13,Hafizabad,231.72722291666665
1235,2024-11-13,Jhang,243.27032166666666
1236,2024-11-13,Jhelum,199.30710958333336
1237,2024-11-13,Kasur,229.58945458333335
1238,2024-11-13,Khanewal,202.2075391666667
1239,2024-11-13,Khushab,162.19179499999998
1240,2024-11-13,Lahore,484.39158875
1241,2024-11-13,Layyah,148.41446875
1242,2024-11-13,Lodhran,201.23374791666666
1243,2024-11-13,Mandi Bahuddin,211.70659791666665
1244,2024-11-13,Mianwali,153.21446541666668
1245,2024-11-13,Multan,208.74641875
1246,2024-11-13,Muzaffargarh,174.79734333333332
1247,2024-11-13,Nankana Sahib,232.07936916666665
1248,2024-11-13,Narowal,215.38394375
1249,2024-11-13,Okara,197.03021708333333
1250,2024-11-13,Pakpattan,206.16470875000002
1251,2024-11-13,Rahim Yar Khan,151.08424666666667
1252,2024-11-13,Rajanpur,180.24549291666668
1253,2024-11-13,Rawalpindi,176.99861124999998
1254,2024-11-13,Sahiwal,218.51303416666667
1255,2024-11-13,Sargodha,224.9059208333333
1256,2024-11-13,Sheikhupura,450.3679383333333
1257,2024-11-13,Sialkot,223.07154125
1258,2024-11-13,Toba Tek Singh,212.32445083333334
1259,2024-11-13,Vehari,198.10068458333333
1260,2024-11-14,Attock,214.19963041666665
1261,2024-11-14,Bahawalnagar,234.22668375
1262,2024-11-14,Bahawalpur,164.14321375
1263,2024-11-14,Bhakkar,183.70769791666666
1264,2024-11-14,Chakwal,165.09824958333334
1265,2024-11-14,Chiniot,234.14551083333333
1266,2024-11-14,Dera Ghazi Khan,205.44029166666667
1267,2024-11-14,Faisalabad,247.21886333333336
1268,2024-11-14,Gujranwala,208.98382041666665
1269,2024-11-14,Gujrat,117.98885608333335
1270,2024-11-14,Hafizabad,215.23067458333333
1271,2024-11-14,Jhang,253.38020041666667
1272,2024-11-14,Jhelum,202.21123416666669
1273,2024-11-14,Kasur,235.93677625
1274,2024-11-14,Khanewal,233.8021375
1275,2024-11-14,Khushab,149.26209141666666
1276,2024-11-14,Lahore,208.73201375
1277,2024-11-14,Layyah,186.41731291666667
1278,2024-11-14,Lodhran,219.80032291666666
1279,2024-11-14,Mandi Bahuddin,217.12549458333334
1280,2024-11-14,Mianwali,156.642080625
1281,2024-11-14,Multan,236.48114791666669
1282,2024-11-14,Muzaffargarh,207.84548958333335
1283,2024-11-14,Nankana Sahib,229.97600208333333
1284,2024-11-14,Narowal,153.04062191666665
1285,2024-11-14,Okara,224.20681958333333
1286,2024-11-14,Pakpattan,238.854655
1287,2024-11-14,Rahim Yar Khan,174.56966083333336
1288,2024-11-14,Rajanpur,187.0241895833333
1289,2024-11-14,Rawalpindi,180.2076066666667
1290,2024-11-14,Sahiwal,244.80271166666668
1291,2024-11-14,Sargodha,209.87493791666668
1292,2024-11-14,Sheikhupura,239.22316916666668
1293,2024-11-14,Sialkot,164.02440979166667
1294,2024-11-14,Toba Tek Singh,241.58243916666666
1295,2024-11-14,Vehari,229.91516291666667
1296,2024-11-15,Attock,225.9609525
1297,2024-11-15,Bahawalnagar,197.69883687499998
1298,2024-11-15,Bahawalpur,151.67718295833333
1299,2024-11-15,Bhakkar,178.95989333333333
1300,2024-11-15,Chakwal,156.66325820833333
1301,2024-11-15,Chiniot,247.51208875
1302,2024-11-15,Dera Ghazi Khan,187.38586583333333
1303,2024-11-15,Faisalabad,204.09839375
1304,2024-11-15,Gujranwala,234.39183958333334
1305,2024-11-15,Gujrat,116.80444612499998
1306,2024-11-15,Hafizabad,236.51379625
1307,2024-11-15,Jhang,237.30570875
1308,2024-11-15,Jhelum,206.65877916666668
1309,2024-11-15,Kasur,226.4748708333333
1310,2024-11-15,Khanewal,199.65644916666668
1311,2024-11-15,Khushab,168.51270291666665
1312,2024-11-15,Lahore,217.15470995833334
1313,2024-11-15,Layyah,173.42474333333334
1314,2024-11-15,Lodhran,190.45356791666666
1315,2024-11-15,Mandi Bahuddin,226.3721075
1316,2024-11-15,Mianwali,171.41582041666666
1317,2024-11-15,Multan,217.16802166666665
1318,2024-11-15,Muzaffargarh,188.09124458333335
1319,2024-11-15,Nankana Sahib,233.04824416666668
1320,2024-11-15,Narowal,168.57657175
1321,2024-11-15,Okara,195.40471416666665
1322,2024-11-15,Pakpattan,193.80780354166666
1323,2024-11-15,Rahim Yar Khan,173.68728041666668
1324,2024-11-15,Rajanpur,182.7388116666667
1325,2024-11-15,Rawalpindi,177.95985041666665
1326,2024-11-15,Sahiwal,196.63936604166668
1327,2024-11-15,Sargodha,232.64219958333334
1328,2024-11-15,Sheikhupura,257.6472529166667
1329,2024-11-15,Sialkot,173.4448720833333
1330,2024-11-15,Toba Tek Singh,202.9701995833333
1331,2024-11-15,Vehari,187.97443416666667
1332,2024-11-16,Attock,185.01370958333334
1333,2024-11-16,Bahawalnagar,155.71082170833333
1334,2024-11-16,Bahawalpur,129.885183125
1335,2024-11-16,Bhakkar,128.72113520833332
1336,2024-11-16,Chakwal,120.45760533333333
1337,2024-11-16,Chiniot,201.2981725
1338,2024-11-16,Dera Ghazi Khan,142.53970645833334
1339,2024-11-16,Faisalabad,184.99235083333335
1340,2024-11-16,Gujranwala,169.73024479166665
1341,2024-11-16,Gujrat,51.64853791666667
1342,2024-11-16,Hafizabad,178.59013775000003
1343,2024-11-16,Jhang,197.42883104166665
1344,2024-11-16,Jhelum,152.05481270833334
1345,2024-11-16,Kasur,157.29503583333334
1346,2024-11-16,Khanewal,181.77365125000003
1347,2024-11-16,Khushab,120.93575320833332
1348,2024-11-16,Lahore,209.97427958333333
1349,2024-11-16,Layyah,136.869956
1350,2024-11-16,Lodhran,185.45012916666667
1351,2024-11-16,Mandi Bahuddin,172.50490749999997
1352,2024-11-16,Mianwali,119.18814400000001
1353,2024-11-16,Multan,204.49397875
1354,2024-11-16,Muzaffargarh,159.94843329166667
1355,2024-11-16,Nankana Sahib,158.236326875
1356,2024-11-16,Narowal,113.00853224999999
1357,2024-11-16,Okara,142.44496895833333
1358,2024-11-16,Pakpattan,184.84418520833333
1359,2024-11-16,Rahim Yar Khan,118.40323133333334
1360,2024-11-16,Rajanpur,130.10489441666667
1361,2024-11-16,Rawalpindi,149.81922270833334
1362,2024-11-16,Sahiwal,180.96930329166665
1363,2024-11-16,Sargodha,186.43851270833332
1364,2024-11-16,Sheikhupura,252.2954983333333
1365,2024-11-16,Sialkot,116.115632875
1366,2024-11-16,Toba Tek Singh,187.74196375
1367,2024-11-16,Vehari,173.9551265
1368,2024-11-17,Attock,160.17016
1369,2024-11-17,Bahawalnagar,170.43918712500002
1370,2024-11-17,Bahawalpur,143.60816141666666
1371,2024-11-17,Bhakkar,118.94041708333333
1372,2024-11-17,Chakwal,84.71215583333334
1373,2024-11-17,Chiniot,165.48605187500002
1374,2024-11-17,Dera Ghazi Khan,152.9172401666667
1375,2024-11-17,Faisalabad,189.21935770833332
1376,2024-11-17,Gujranwala,135.67870041666666
1377,2024-11-17,Gujrat,10.9917166125
1378,2024-11-17,Hafizabad,138.44652766666667
1379,2024-11-17,Jhang,186.58204158333334
1380,2024-11-17,Jhelum,101.48599754166666
1381,2024-11-17,Kasur,146.05183325
1382,2024-11-17,Khanewal,190.17763291666665
1383,2024-11-17,Khushab,77.99899345833333
1384,2024-11-17,Lahore,178.04177704166668
1385,2024-11-17,Layyah,133.09962670833332
1386,2024-11-17,Lodhran,188.43867166666666
1387,2024-11-17,Mandi Bahuddin,135.260931375
1388,2024-11-17,Mianwali,93.47440041666665
1389,2024-11-17,Multan,209.89687375000003
1390,2024-11-17,Muzaffargarh,166.60878583333331
1391,2024-11-17,Nankana Sahib,141.7539475
1392,2024-11-17,Narowal,92.39632562499999
1393,2024-11-17,Okara,146.36466595833335
1394,2024-11-17,Pakpattan,203.322095
1395,2024-11-17,Rahim Yar Khan,146.06345000000002
1396,2024-11-17,Rajanpur,161.89441875
1397,2024-11-17,Rawalpindi,111.3761525
1398,2024-11-17,Sahiwal,191.16422641666668
1399,2024-11-17,Sargodha,147.054201
1400,2024-11-17,Sheikhupura,205.76623241666667
1401,2024-11-17,Sialkot,88.09541954166667
1402,2024-11-17,Toba Tek Singh,192.92032958333334
1403,2024-11-17,Vehari,188.95073291666665
1404,2024-11-18,Attock,139.72768458333334
1405,2024-11-18,Bahawalnagar,127.46304154166667
1406,2024-11-18,Bahawalpur,124.39977312500001
1407,2024-11-18,Bhakkar,95.04357670833333
1408,2024-11-18,Chakwal,87.77632408333334
1409,2024-11-18,Chiniot,153.41471516666667
1410,2024-11-18,Dera Ghazi Khan,127.72816045833333
1411,2024-11-18,Faisalabad,134.0756035
1412,2024-11-18,Gujranwala,136.46767104166668
1413,2024-11-18,Gujrat,100.06909466666667
1414,2024-11-18,Hafizabad,122.871549625
1415,2024-11-18,Jhang,128.91719629166667
1416,2024-11-18,Jhelum,113.62005641666667
1417,2024-11-18,Kasur,109.2658655
1418,2024-11-18,Khanewal,153.80075879166665
1419,2024-11-18,Khushab,76.837124125
1420,2024-11-18,Lahore,353.0373020833333
1421,2024-11-18,Layyah,93.488260125
1422,2024-11-18,Lodhran,173.05569749999998
1423,2024-11-18,Mandi Bahuddin,129.01263125
1424,2024-11-18,Mianwali,97.35611041666668
1425,2024-11-18,Multan,208.82174583333335
1426,2024-11-18,Muzaffargarh,143.45306395833333
1427,2024-11-18,Nankana Sahib,117.19643875000001
1428,2024-11-18,Narowal,122.11440625
1429,2024-11-18,Okara,115.85173233333335
1430,2024-11-18,Pakpattan,140.99960074999998
1431,2024-11-18,Rahim Yar Khan,157.89650833333334
1432,2024-11-18,Rajanpur,180.07513749999998
1433,2024-11-18,Rawalpindi,106.06891875000001
1434,2024-11-18,Sahiwal,140.19177358333334
1435,2024-11-18,Sargodha,124.18034316666666
1436,2024-11-18,Sheikhupura,360.4837654166667
1437,2024-11-18,Sialkot,124.23431900000001
1438,2024-11-18,Toba Tek Singh,119.00724870833334
1439,2024-11-18,Vehari,141.52608120833332
1440,2024-11-19,Attock,163.68165166666668
1441,2024-11-19,Bahawalnagar,156.29740908333335
1442,2024-11-19,Bahawalpur,87.03553583333333
1443,2024-11-19,Bhakkar,110.14896720833333
1444,2024-11-19,Chakwal,100.65683004166668
1445,2024-11-19,Chiniot,172.7075275
1446,2024-11-19,Dera Ghazi Khan,136.149200625
1447,2024-11-19,Faisalabad,165.07904475
1448,2024-11-19,Gujranwala,167.39317841666667
1449,2024-11-19,Gujrat,174.59730166666668
1450,2024-11-19,Hafizabad,154.10379816666668
1451,2024-11-19,Jhang,149.722103125
1452,2024-11-19,Jhelum,139.44196250000002
1453,2024-11-19,Kasur,149.17158516666666
1454,2024-11-19,Khanewal,164.91632
1455,2024-11-19,Khushab,81.77168495833332
1456,2024-11-19,Lahore,414.04910708333335
1457,2024-11-19,Layyah,110.41628416666667
1458,2024-11-19,Lodhran,145.26040816666668
1459,2024-11-19,Mandi Bahuddin,158.609686875
1460,2024-11-19,Mianwali,97.299121125
1461,2024-11-19,Multan,176.2935387916667
1462,2024-11-19,Muzaffargarh,152.35783625000002
1463,2024-11-19,Nankana Sahib,158.03796645833333
1464,2024-11-19,Narowal,190.14668416666666
1465,2024-11-19,Okara,144.14584266666665
1466,2024-11-19,Pakpattan,162.56191641666666
1467,2024-11-19,Rahim Yar Khan,112.03924608333334
1468,2024-11-19,Rajanpur,131.51956233333334
1469,2024-11-19,Rawalpindi,127.16966770833334
1470,2024-11-19,Sahiwal,161.04470358333333
1471,2024-11-19,Sargodha,143.25394404166667
1472,2024-11-19,Sheikhupura,398.41453500000006
1473,2024-11-19,Sialkot,187.82117854166665
1474,2024-11-19,Toba Tek Singh,153.54649358333333
1475,2024-11-19,Vehari,150.75957958333333
1476,2024-11-20,Attock,170.003109
1477,2024-11-20,Bahawalnagar,187.78851774999998
1478,2024-11-20,Bahawalpur,81.651696875
1479,2024-11-20,Bhakkar,100.439775625
1480,2024-11-20,Chakwal,113.68293020833333
1481,2024-11-20,Chiniot,191.98151083333335
1482,2024-11-20,Dera Ghazi Khan,124.44306916666666
1483,2024-11-20,Faisalabad,182.29511958333333
1484,2024-11-20,Gujranwala,195.30416624999998
1485,2024-11-20,Gujrat,200.94092458333333
1486,2024-11-20,Hafizabad,184.92262291666668
1487,2024-11-20,Jhang,168.22014608333333
1488,2024-11-20,Jhelum,162.17089558333333
1489,2024-11-20,Kasur,172.56876183333335
1490,2024-11-20,Khanewal,161.94053895833335
1491,2024-11-20,Khushab,84.27656983333334
1492,2024-11-20,Lahore,592.6094254166667
1493,2024-11-20,Layyah,102.16697608333334
1494,2024-11-20,Lodhran,142.287681
1495,2024-11-20,Mandi Bahuddin,179.34364058333333
1496,2024-11-20,Mianwali,97.908147375
1497,2024-11-20,Multan,168.74224041666668
1498,2024-11-20,Muzaffargarh,145.211054
1499,2024-11-20,Nankana Sahib,183.68335312500002
1500,2024-11-20,Narowal,223.00031333333334
1501,2024-11-20,Okara,179.16972875
1502,2024-11-20,Pakpattan,173.99873308333335
1503,2024-11-20,Rahim Yar Khan,94.77612479166667
1504,2024-11-20,Rajanpur,111.47595158333333
1505,2024-11-20,Rawalpindi,143.72627858333334
1506,2024-11-20,Sahiwal,186.43317108333335
1507,2024-11-20,Sargodha,159.23806166666665
1508,2024-11-20,Sheikhupura,529.2858616666666
1509,2024-11-20,Sialkot,222.35711583333332
1510,2024-11-20,Toba Tek Singh,162.87881083333335
1511,2024-11-20,Vehari,150.97648016666668
1512,2024-11-21,Attock,179.53982958333333
1513,2024-11-21,Bahawalnagar,224.74059
1514,2024-11-21,Bahawalpur,100.233460625
1515,2024-11-21,Bhakkar,127.78062145833333
1516,2024-11-21,Chakwal,121.09608270833333
1517,2024-11-21,Chiniot,212.33536125
1518,2024-11-21,Dera Ghazi Khan,159.46460416666667
1519,2024-11-21,Faisalabad,209.208077875
1520,2024-11-21,Gujranwala,228.52168458333335
1521,2024-11-21,Gujrat,114.19363650000001
1522,2024-11-21,Hafizabad,216.98038541666665
1523,2024-11-21,Jhang,213.12886416666666
1524,2024-11-21,Jhelum,182.52332375
1525,2024-11-21,Kasur,223.48039666666668
1526,2024-11-21,Khanewal,193.40978866666669
1527,2024-11-21,Khushab,103.897896375
1528,2024-11-21,Lahore,366.51818083333336
1529,2024-11-21,Layyah,139.03732879166668
1530,2024-11-21,Lodhran,169.643480375
1531,2024-11-21,Mandi Bahuddin,218.49932166666667
1532,2024-11-21,Mianwali,112.53242329166666
1533,2024-11-21,Multan,193.46639208333332
1534,2024-11-21,Muzaffargarh,174.483437
1535,2024-11-21,Nankana Sahib,225.32762666666667
1536,2024-11-21,Narowal,189.569605
1537,2024-11-21,Okara,212.12451625000003
1538,2024-11-21,Pakpattan,214.30870541666664
1539,2024-11-21,Rahim Yar Khan,109.12690291666667
1540,2024-11-21,Rajanpur,133.12449983333332
1541,2024-11-21,Rawalpindi,149.15510016666667
1542,2024-11-21,Sahiwal,209.83871808333333
1543,2024-11-21,Sargodha,188.64511441666664
1544,2024-11-21,Sheikhupura,351.2506375
1545,2024-11-21,Sialkot,189.73910275
1546,2024-11-21,Toba Tek Singh,203.18544170833334
1547,2024-11-21,Vehari,184.20062604166665
1548,2024-11-22,Attock,172.80958375
1549,2024-11-22,Bahawalnagar,181.22076687499998
1550,2024-11-22,Bahawalpur,91.66734154166666
1551,2024-11-22,Bhakkar,110.29526
1552,2024-11-22,Chakwal,106.78134429166666
1553,2024-11-22,Chiniot,193.67648229166664
1554,2024-11-22,Dera Ghazi Khan,130.137332875
1555,2024-11-22,Faisalabad,181.33851958333332
1556,2024-11-22,Gujranwala,210.40738541666667
1557,2024-11-22,Gujrat,109.94812300000001
1558,2024-11-22,Hafizabad,191.04913287500003
1559,2024-11-22,Jhang,197.8054833333333
1560,2024-11-22,Jhelum,165.64318375000002
1561,2024-11-22,Kasur,200.11395041666665
1562,2024-11-22,Khanewal,158.523211
1563,2024-11-22,Khushab,91.99601195833333
1564,2024-11-22,Lahore,356.82824208333335
1565,2024-11-22,Layyah,114.41201962500001
1566,2024-11-22,Lodhran,141.08810808333334
1567,2024-11-22,Mandi Bahuddin,192.77814708333335
1568,2024-11-22,Mianwali,98.29941558333333
1569,2024-11-22,Multan,159.59062958333334
1570,2024-11-22,Muzaffargarh,139.62369308333334
1571,2024-11-22,Nankana Sahib,212.2748420833333
1572,2024-11-22,Narowal,188.45753833333333
1573,2024-11-22,Okara,181.83644145833333
1574,2024-11-22,Pakpattan,175.9675533333333
1575,2024-11-22,Rahim Yar Khan,85.87886795833333
1576,2024-11-22,Rajanpur,102.7040995
1577,2024-11-22,Rawalpindi,141.12273516666667
1578,2024-11-22,Sahiwal,178.03329787500002
1579,2024-11-22,Sargodha,175.73390854166666
1580,2024-11-22,Sheikhupura,364.46745791666666
1581,2024-11-22,Sialkot,189.06367583333335
1582,2024-11-22,Toba Tek Singh,174.80180541666667
1583,2024-11-22,Vehari,151.37476337500001
1584,2024-11-23,Attock,183.37918375
1585,2024-11-23,Bahawalnagar,184.86329
1586,2024-11-23,Bahawalpur,134.75726729166666
1587,2024-11-23,Bhakkar,101.45837329166666
1588,2024-11-23,Chakwal,115.68995895833332
1589,2024-11-23,Chiniot,202.11785208333333
1590,2024-11-23,Dera Ghazi Khan,108.60373229166667
1591,2024-11-23,Faisalabad,196.15227975000002
1592,2024-11-23,Gujranwala,196.83550749999998
1593,2024-11-23,Gujrat,87.08740029166667
1594,2024-11-23,Hafizabad,186.47908795833334
1595,2024-11-23,Jhang,199.28461166666668
1596,2024-11-23,Jhelum,152.13932358333332
1597,2024-11-23,Kasur,189.21155104166667
1598,2024-11-23,Khanewal,176.35695375
1599,2024-11-23,Khushab,95.35691266666667
1600,2024-11-23,Lahore,333.09596833333336
1601,2024-11-23,Layyah,104.3797285
1602,2024-11-23,Lodhran,170.41300270833332
1603,2024-11-23,Mandi Bahuddin,182.835963125
1604,2024-11-23,Mianwali,99.27231154166667
1605,2024-11-23,Multan,167.24352270833333
1606,2024-11-23,Muzaffargarh,133.99784745833333
1607,2024-11-23,Nankana Sahib,196.61960441666668
1608,2024-11-23,Narowal,169.02506583333334
1609,2024-11-23,Okara,173.05352758333333
1610,2024-11-23,Pakpattan,196.31724958333334
1611,2024-11-23,Rahim Yar Khan,99.43199425
1612,2024-11-23,Rajanpur,114.08390016666665
1613,2024-11-23,Rawalpindi,146.37896666666668
1614,2024-11-23,Sahiwal,190.68620120833336
1615,2024-11-23,Sargodha,181.43898525
1616,2024-11-23,Sheikhupura,328.0348154166667
1617,2024-11-23,Sialkot,170.75565541666666
1618,2024-11-23,Toba Tek Singh,192.71159666666665
1619,2024-11-23,Vehari,176.39004108333333
1620,2024-11-24,Attock,179.56631583333333
1621,2024-11-24,Bahawalnagar,232.27399
1622,2024-11-24,Bahawalpur,174.37465083333333
1623,2024-11-24,Bhakkar,113.35276125
1624,2024-11-24,Chakwal,102.85000029166667
1625,2024-11-24,Chiniot,182.78527808333334
1626,2024-11-24,Dera Ghazi Khan,112.12343504166667
1627,2024-11-24,Faisalabad,200.28889375000003
1628,2024-11-24,Gujranwala,170.97254608333333
1629,2024-11-24,Gujrat,36.6118955875
1630,2024-11-24,Hafizabad,169.9835608333333
1631,2024-11-24,Jhang,195.39661958333332
1632,2024-11-24,Jhelum,141.49979554166666
1633,2024-11-24,Kasur,182.099639375
1634,2024-11-24,Khanewal,223.45457041666668
1635,2024-11-24,Khushab,90.59849133333334
1636,2024-11-24,Lahore,223.33153233333334
1637,2024-11-24,Layyah,129.21872375
1638,2024-11-24,Lodhran,241.3120629166667
1639,2024-11-24,Mandi Bahuddin,180.00314416666666
1640,2024-11-24,Mianwali,107.80615266666666
1641,2024-11-24,Multan,235.72224416666666
1642,2024-11-24,Muzaffargarh,188.31834833333335
1643,2024-11-24,Nankana Sahib,175.92957858333332
1644,2024-11-24,Narowal,117.57616333333334
1645,2024-11-24,Okara,199.13626583333334
1646,2024-11-24,Pakpattan,241.0348541666667
1647,2024-11-24,Rahim Yar Khan,126.01536354166666
1648,2024-11-24,Rajanpur,143.62493395833334
1649,2024-11-24,Rawalpindi,130.26243854166668
1650,2024-11-24,Sahiwal,214.40638249999998
1651,2024-11-24,Sargodha,169.10281770833333
1652,2024-11-24,Sheikhupura,226.59206666666668
1653,2024-11-24,Sialkot,114.20838745833333
1654,2024-11-24,Toba Tek Singh,207.33979958333336
1655,2024-11-24,Vehari,227.08468374999998
1656,2024-11-25,Attock,179.84629516666666
1657,2024-11-25,Bahawalnagar,253.43303083333333
1658,2024-11-25,Bahawalpur,174.84335395833332
1659,2024-11-25,Bhakkar,120.15606066666668
1660,2024-11-25,Chakwal,115.098220875
1661,2024-11-25,Chiniot,214.32160416666667
1662,2024-11-25,Dera Ghazi Khan,153.85219833333335
1663,2024-11-25,Faisalabad,225.27034749999999
1664,2024-11-25,Gujranwala,215.21911175
1665,2024-11-25,Gujrat,214.2555125
1666,2024-11-25,Hafizabad,212.38181504166667
1667,2024-11-25,Jhang,212.75990225
1668,2024-11-25,Jhelum,175.8216754166667
1669,2024-11-25,Kasur,219.09282975
1670,2024-11-25,Khanewal,215.0133439583333
1671,2024-11-25,Khushab,102.581731
1672,2024-11-25,Lahore,504.3853716666667
1673,2024-11-25,Layyah,124.11815658333335
1674,2024-11-25,Lodhran,218.14496916666667
