District,date,Aqi
Faisalabad,2024-09-27,74.34695
Faisalabad,2024-09-28,74.77199
Faisalabad,2024-09-29,75.20637
Faisalabad,2024-09-30,75.72295
Faisalabad,2024-10-01,75.36809
Faisalabad,2024-10-02,74.942764
Faisalabad,2024-10-03,73.728745
Faisalabad,2024-10-04,73.941185
Faisalabad,2024-10-05,74.93823
Faisalabad,2024-10-06,75.68454
Faisalabad,2024-10-07,76.05625
Faisalabad,2024-10-08,76.350006
Faisalabad,2024-10-09,76.809784
Faisalabad,2024-10-10,77.06959
Faisalabad,2024-10-11,77.179016
Faisalabad,2024-10-12,76.66736
Faisalabad,2024-10-13,75.510765
Faisalabad,2024-10-14,74.0303
Faisalabad,2024-10-15,75.10166
Faisalabad,2024-10-16,75.97722
Faisalabad,2024-10-17,76.46955
Faisalabad,2024-10-18,76.740166
Faisalabad,2024-10-19,77.026596
Faisalabad,2024-10-20,77.1373
Faisalabad,2024-10-21,76.94451
Faisalabad,2024-10-22,76.45435
Faisalabad,2024-10-23,74.71061
Faisalabad,2024-10-24,73.71379
Faisalabad,2024-10-25,74.79734
Faisalabad,2024-10-26,75.69997
Faisalabad,2024-10-27,76.42333
Faisalabad,2024-10-28,76.71696
Faisalabad,2024-10-29,76.94378
Faisalabad,2024-10-30,76.95947
Faisalabad,2024-10-31,77.07532
Faisalabad,2024-11-01,76.593056
Faisalabad,2024-11-02,75.33033
Faisalabad,2024-11-03,74.43062
Faisalabad,2024-11-04,75.358765
Faisalabad,2024-11-05,76.079254
Faisalabad,2024-11-06,76.35405
Faisalabad,2024-11-07,76.455635
Faisalabad,2024-11-08,76.86883
Faisalabad,2024-11-09,76.76629
Faisalabad,2024-11-10,76.9472
Faisalabad,2024-11-11,76.65087
Faisalabad,2024-11-12,75.63312
Faisalabad,2024-11-13,73.67362
Faisalabad,2024-11-14,74.2743
Faisalabad,2024-11-15,75.219666
Faisalabad,2024-11-16,75.967026
Faisalabad,2024-11-17,76.27017
Faisalabad,2024-11-18,76.82391
