District,PM10,PM2.5,Carbon Monoxide,Nitrogen Dioxide,Sulphur Dioxide,Ozone,Dust,Final_AQI,Date
Rahim Yar Khan,131.75130208333334,25.771874999999998,168.49739583333334,3.1216145833333333,5.0093749999999995,101.81770833333333,276.0755208333333,81.18526041666667,2024-06-03
Rahim Yar Khan,273.6713541666667,40.06302083333333,145.47135416666666,2.6750000000000003,5.08671875,92.19791666666667,619.5494791666666,134.08791666666667,2024-06-04
Rahim Yar Khan,311.07265624999997,44.311718750000004,173.34895833333334,3.9578124999999997,5.2484375000000005,86.8828125,716.4557291666666,151.81057291666667,2024-06-05
Rahim Yar Khan,178.97994791666667,46.67161458333334,281.5625,6.3960937499999995,6.935677083333334,100.63802083333333,317.5755208333333,112.16470052083334,2024-06-06
Rahim Yar Khan,106.61119791666665,36.978125,271.7942708333333,7.570833333333333,5.64375,91.5546875,157.15625,81.7900390625,2024-06-07
Rahim Yar Khan,122.090625,37.17369791666667,281.6588541666667,9.095572916666667,4.2523437500000005,90.984375,198.1171875,88.77583333333332,2024-06-08
Rahim Yar Khan,96.45182291666667,29.21796875,255.91145833333334,8.21640625,3.5083333333333333,97.625,154.53385416666666,76.08108072916667,2024-06-09
Rahim Yar Khan,73.36302083333334,24.689843749999998,309.484375,12.31484375,4.8203125,97.02864583333333,106.9140625,72.83947916666666,2024-06-10
Rahim Yar Khan,86.47708333333333,23.414583333333336,240.9609375,7.985677083333333,4.240104166666667,94.65625,155.26822916666666,70.41990885416666,2024-06-11
Rahim Yar Khan,148.94166666666666,25.742708333333336,162.078125,3.30234375,3.9515625,95.03385416666667,318.890625,86.21733072916668,2024-06-12
Rahim Yar Khan,186.60807291666666,28.7890625,158.66145833333334,3.4093750000000003,4.162239583333333,88.88541666666667,417.7630208333333,100.41975260416666,2024-06-13
Rahim Yar Khan,185.51874999999998,28.28697916666667,161.0859375,3.7072916666666664,4.006770833333333,87.16145833333333,410.53125,99.75950520833334,2024-06-14
Rahim Yar Khan,139.38359375000002,24.65052083333333,188.84114583333334,5.802864583333334,3.4835937500000003,85.21354166666667,296.0104166666667,84.43330729166667,2024-06-15
Rahim Yar Khan,98.23177083333333,21.430989583333332,173.03385416666666,4.111458333333333,3.673697916666667,92.16927083333333,192.87239583333334,67.0637109375,2024-06-16
Rahim Yar Khan,110.12135416666666,21.234375,151.3671875,2.8619791666666665,3.6940104166666665,86.03125,228.22916666666666,68.78893229166667,2024-06-17
Rahim Yar Khan,205.39661458333333,29.14635416666667,152.12760416666666,2.951302083333333,4.727604166666667,84.85677083333333,471.3802083333333,106.81864583333333,2024-06-18
Rahim Yar Khan,503.03281250000003,62.52005208333333,141.60416666666666,2.986197916666667,3.7270833333333333,78.87239583333333,1205.5026041666667,224.53164062500002,2024-06-19
Rahim Yar Khan,543.3507812500001,75.27239583333333,162.26041666666666,4.0828125,3.3828125,78.4296875,1292.5390625,244.3024609375,2024-06-20
Rahim Yar Khan,289.62083333333334,62.294270833333336,199.64583333333334,3.674739583333333,5.487239583333333,95.0390625,597.640625,148.42923177083335,2024-06-21
Rahim Yar Khan,160.53098958333334,49.55182291666667,271.5416666666667,5.939583333333334,5.896614583333334,105.85677083333333,265.0338541666667,104.99283854166667,2024-06-22
Rahim Yar Khan,109.95833333333333,41.592708333333334,319.109375,7.055208333333333,6.628125,112.19010416666667,147.00260416666666,90.08893229166667,2024-06-23
Rahim Yar Khan,107.43307291666667,39.2984375,301.609375,5.916145833333334,5.769791666666666,119.09114583333333,150.89583333333334,87.76212239583333,2024-06-24
Rahim Yar Khan,340.18463541666665,77.50494791666667,247.97135416666666,4.742708333333334,3.8492187500000004,117.74739583333333,656.3203125,174.90661458333332,2024-06-25
Rahim Yar Khan,248.32161458333334,64.07005208333334,260.8463541666667,3.6705729166666665,3.2648437500000003,120.68489583333333,462.8932291666667,140.2727734375,2024-06-26
Rahim Yar Khan,64.42005208333333,30.109375,219.36197916666666,2.809635416666667,2.475,106.21875,59.020833333333336,59.81041666666667,2024-06-27
Rahim Yar Khan,81.19947916666668,25.916666666666668,195.703125,3.092708333333333,4.440364583333333,101.62760416666667,122.82291666666667,63.561197916666664,2024-06-28
Rahim Yar Khan,205.77734375,40.448177083333334,190.45833333333334,2.689322916666667,3.2570312500000003,97.42708333333333,413.15625,111.73183593750001,2024-06-29
Rahim Yar Khan,227.15677083333333,34.37265625,160.16666666666666,1.9625000000000001,1.6994791666666667,82.9140625,510.9479166666667,115.7021484375,2024-06-30
Rahim Yar Khan,417.93854166666665,52.74609375,151.02864583333334,2.05234375,1.58125,77.89583333333333,988.9739583333334,190.47828125,2024-07-01
Rahim Yar Khan,415.9440104166667,56.08541666666667,144.2578125,1.9135416666666665,3.0651041666666665,79.8515625,970.8932291666666,189.55649739583336,2024-07-02
Rahim Yar Khan,389.8260416666667,54.14869791666667,142.23958333333334,2.290885416666667,2.1591145833333334,73.3828125,907.0052083333334,178.46572916666665,2024-07-03
Rahim Yar Khan,367.9927083333334,50.06588541666667,133.3515625,2.3484375,2.1609374999999997,68.78645833333333,857.9895833333334,168.1962890625,2024-07-04
Rahim Yar Khan,241.86822916666665,36.45651041666667,132.25260416666666,2.35390625,3.6184895833333335,73.265625,544.1328125,118.05458333333333,2024-07-05
Rahim Yar Khan,490.3197916666666,68.02239583333333,142.75520833333334,3.1692708333333335,2.9625,79.765625,1150.9010416666667,220.15432291666664,2024-07-06
Rahim Yar Khan,236.42239583333333,62.6015625,179.19010416666666,3.2223958333333336,2.579947916666667,94.125,447.4635416666667,125.20203125,2024-07-07
Rahim Yar Khan,159.29791666666668,49.17786458333333,170.625,3.6291666666666664,2.8403645833333333,91.90885416666667,269.3229166666667,92.66688802083333,2024-07-08
Rahim Yar Khan,103.80130208333333,30.875,184.45572916666666,3.713020833333333,1.7484374999999999,94.05208333333333,176.79427083333334,71.0913671875,2024-07-09
Rahim Yar Khan,145.68255208333332,33.926822916666666,184.63020833333334,3.37890625,3.94921875,96.68229166666667,283.3046875,88.1005859375,2024-07-10
Rahim Yar Khan,257.1380208333333,37.858072916666664,156.57552083333334,2.58125,4.067447916666667,85.24739583333333,578.4114583333334,127.6458203125,2024-07-11
Rahim Yar Khan,499.73151041666665,61.53072916666667,140.19010416666666,3.580989583333333,3.762760416666667,67.80989583333333,1186.4505208333333,221.35151041666666,2024-07-12
Rahim Yar Khan,307.85078125,50.45260416666667,186.65104166666666,5.625260416666666,3.8596354166666664,71.62760416666667,686.1979166666666,150.943359375,2024-07-13
Rahim Yar Khan,236.42630208333333,56.584375,198.35416666666666,4.838541666666667,3.4544270833333335,90.52083333333333,457.5703125,126.08990885416667,2024-07-14
Rahim Yar Khan,169.50260416666666,58.54973958333333,262.765625,6.0132812499999995,4.526302083333333,99.8671875,253.60677083333334,107.311328125,2024-07-15
Rahim Yar Khan,127.49427083333335,48.38619791666667,273.8489583333333,4.625520833333334,4.463802083333333,114.890625,158.22135416666666,91.89535156250001,2024-07-16
Rahim Yar Khan,102.55807291666667,29.90703125,234.8828125,5.02265625,2.234114583333333,91.6328125,172.828125,75.3860546875,2024-07-17
Rahim Yar Khan,134.04010416666668,34.24192708333333,208.05989583333334,4.384895833333333,3.135677083333334,94.734375,243.95052083333334,85.51876302083333,2024-07-18
Rahim Yar Khan,149.1546875,40.905208333333334,241.45833333333334,6.1539062499999995,4.105208333333334,93.4140625,250.7890625,94.87527343750001,2024-07-19
Rahim Yar Khan,107.85520833333334,40.202083333333334,240.1953125,4.697916666666667,3.4578124999999997,104.328125,130.01041666666666,79.01765625,2024-07-20
