District,Time,AQI,PM10,PM2.5,Carbon_Monoxide,Nitrogen_Dioxide,Sulphur_Dioxide,Ozone,Dust
Lahore,2024-11-06 08:00,182.12000000000003,204.4,122.5,701.0,4.5,35.2,242.0,43.0
Lahore,2024-11-06 09:00,190.715,199.3,119.7,805.0,8.9,36.3,238.0,37.0
Lahore,2024-11-06 10:00,232.45000000000002,195.6,118.0,1236.0,35.8,35.3,200.0,34.0
Lahore,2024-11-06 11:00,303.115,194.2,119.0,1947.0,75.1,33.0,149.0,32.0
Lahore,2024-11-06 12:00,408.375,214.7,133.6,2917.0,107.2,31.7,123.0,30.0
Lahore,2024-11-06 13:00,574.09,237.0,148.5,4484.0,125.9,32.8,95.0,28.0
Lahore,2024-11-06 14:00,764.055,255.2,161.1,6311.0,137.4,34.7,66.0,28.0
Lahore,2024-11-06 15:00,872.65,265.4,168.1,7363.0,141.5,35.5,46.0,28.0
Lahore,2024-11-06 16:00,832.6899999999999,264.5,168.6,6983.0,136.1,34.0,41.0,26.0
Lahore,2024-11-06 17:00,713.1,259.8,165.8,5829.0,123.2,31.2,44.0,24.0
Lahore,2024-11-06 18:00,608.015,250.5,160.2,4840.0,108.4,28.3,49.0,21.0
Lahore,2024-11-06 19:00,558.63,235.6,150.9,4430.0,92.5,25.3,52.0,20.0
Lahore,2024-11-06 20:00,525.755,221.2,141.6,4185.0,74.7,22.0,57.0,20.0
Lahore,2024-11-06 21:00,479.3,206.8,132.7,3799.0,58.3,19.3,60.0,19.0
Lahore,2024-11-06 22:00,396.55499999999995,195.6,125.3,3037.0,42.6,17.4,62.0,17.0
Lahore,2024-11-06 23:00,300.47,186.3,119.0,2133.0,28.3,16.0,62.0,15.0
Layyah,2024-11-05 00:00,166.39,146.2,91.7,974.0,15.4,17.1,78.0,24.0
Layyah,2024-11-05 01:00,167.14000000000001,148.1,91.0,990.0,15.5,16.1,73.0,24.0
Layyah,2024-11-05 02:00,172.78,156.5,96.4,1030.0,15.5,14.9,66.0,24.0
Layyah,2024-11-05 03:00,181.445,162.5,101.0,1078.0,14.4,14.4,70.0,24.0
Layyah,2024-11-05 04:00,173.33500000000004,156.9,97.3,1008.0,11.1,15.5,93.0,25.0
Layyah,2024-11-05 05:00,163.55,154.1,94.3,881.0,6.6,17.4,127.0,26.0
Layyah,2024-11-05 06:00,153.525,149.0,90.1,776.0,3.8,19.3,153.0,28.0
Layyah,2024-11-05 07:00,142.67,141.1,84.1,713.0,2.8,19.6,165.0,30.0
Layyah,2024-11-05 08:00,134.185,131.3,76.6,633.0,2.3,19.1,170.0,34.0
Layyah,2024-11-05 09:00,129.215,124.8,71.9,601.0,2.0,20.0,171.0,36.0
Layyah,2024-11-05 10:00,129.78500000000003,118.7,68.5,631.0,2.1,19.5,172.0,36.0
Layyah,2024-11-05 11:00,134.11,114.6,65.9,699.0,3.0,17.8,169.0,35.0
Layyah,2024-11-05 12:00,146.525,131.3,73.3,783.0,6.1,15.6,164.0,39.0
Layyah,2024-11-05 13:00,157.215,135.0,78.9,914.0,11.2,15.6,148.0,34.0
Layyah,2024-11-05 14:00,176.4,146.2,86.4,1066.0,18.0,15.6,125.0,30.0
Layyah,2024-11-05 15:00,189.745,157.9,94.8,1161.0,22.2,15.4,106.0,30.0
Layyah,2024-11-05 16:00,191.365,166.2,101.0,1151.0,22.6,15.1,96.0,29.0
Layyah,2024-11-05 17:00,186.12,170.9,105.0,1083.0,23.5,14.6,91.0,28.0
Layyah,2024-11-05 18:00,182.92999999999998,167.6,103.8,1084.0,23.3,13.8,88.0,25.0
Layyah,2024-11-05 19:00,177.34500000000003,156.9,97.8,1082.0,21.3,12.6,90.0,21.0
Layyah,2024-11-05 20:00,171.0,149.5,93.1,1063.0,18.1,11.2,94.0,16.0
Layyah,2024-11-05 21:00,167.32500000000002,151.3,93.8,1037.0,15.3,10.3,94.0,13.0
Layyah,2024-11-05 22:00,162.9,155.5,96.9,995.0,13.7,10.4,89.0,13.0
Layyah,2024-11-05 23:00,167.66,159.3,99.4,995.0,13.6,10.4,80.0,13.0
Layyah,2024-11-06 00:00,172.78000000000003,154.1,96.9,1013.0,13.6,10.9,63.0,11.0
Layyah,2024-11-06 01:00,177.805,155.5,97.8,1068.0,13.1,10.7,59.0,11.0
Layyah,2024-11-06 02:00,180.63500000000005,159.7,99.4,1150.0,12.3,10.5,53.0,11.0
Layyah,2024-11-06 03:00,182.62,164.4,103.1,1169.0,12.2,10.4,57.0,12.0
Layyah,2024-11-06 04:00,182.14499999999998,168.1,104.5,1096.0,9.6,10.8,77.0,14.0
Layyah,2024-11-06 05:00,179.68500000000003,171.4,104.3,975.0,5.8,11.9,110.0,20.0
Layyah,2024-11-06 06:00,172.05999999999997,173.7,104.3,857.0,2.9,13.3,140.0,25.0
Layyah,2024-11-06 07:00,157.50000000000003,162.1,95.9,747.0,1.7,13.3,155.0,28.0
Layyah,2024-11-06 08:00,140.995,147.1,86.6,641.0,1.3,12.6,159.0,29.0
Layyah,2024-11-06 09:00,129.77999999999997,133.2,77.8,604.0,1.6,12.6,159.0,30.0
Layyah,2024-11-06 10:00,127.58000000000001,122.9,71.7,616.0,2.5,13.5,158.0,30.0
Layyah,2024-11-06 11:00,130.755,114.8,67.3,683.0,3.9,14.2,159.0,29.0
Layyah,2024-11-06 12:00,135.94,105.9,63.8,777.0,5.5,14.8,154.0,26.0
Layyah,2024-11-06 13:00,144.82,105.5,64.3,901.0,7.3,15.2,139.0,22.0
Layyah,2024-11-06 14:00,165.355,108.3,66.6,1089.0,10.3,15.3,118.0,16.0
Layyah,2024-11-06 15:00,186.405,112.7,70.1,1283.0,13.9,17.2,105.0,15.0
Layyah,2024-11-06 16:00,211.83499999999998,117.3,73.6,1519.0,15.7,19.0,95.0,15.0
Layyah,2024-11-06 17:00,238.53,124.3,78.5,1759.0,16.5,20.6,87.0,16.0
Layyah,2024-11-06 18:00,249.085,127.1,81.7,1856.0,16.6,21.5,79.0,16.0
Layyah,2024-11-06 19:00,230.67000000000002,129.0,83.4,1683.0,16.3,21.3,71.0,16.0
Layyah,2024-11-06 20:00,200.09500000000003,129.9,83.8,1407.0,16.9,20.5,65.0,15.0
Layyah,2024-11-06 21:00,189.56500000000003,129.0,83.4,1314.0,17.1,19.5,63.0,15.0
Layyah,2024-11-06 22:00,182.065,127.6,82.2,1254.0,17.2,18.5,63.0,15.0
Layyah,2024-11-06 23:00,176.13500000000002,129.5,82.7,1202.0,17.5,17.4,64.0,15.0
Lodhran,2024-11-05 00:00,169.59000000000003,116.2,71.5,1120.0,9.7,13.2,74.0,16.0
Lodhran,2024-11-05 01:00,175.23500000000004,111.5,68.5,1206.0,12.0,12.7,66.0,16.0
Lodhran,2024-11-05 02:00,188.36499999999998,114.6,70.5,1346.0,15.1,12.0,56.0,16.0
Lodhran,2024-11-05 03:00,190.755,115.0,70.8,1372.0,16.2,11.7,56.0,16.0
Lodhran,2024-11-05 04:00,171.785,111.8,67.3,1173.0,13.6,12.1,75.0,18.0
Lodhran,2024-11-05 05:00,142.56,108.0,64.3,861.0,9.1,13.0,104.0,22.0
Lodhran,2024-11-05 06:00,117.68,104.5,60.1,615.0,5.5,14.0,128.0,25.0
Lodhran,2024-11-05 07:00,102.37000000000002,82.0,46.6,535.0,3.7,15.4,144.0,25.0
Lodhran,2024-11-05 08:00,95.97500000000001,72.4,42.8,484.0,2.9,16.9,156.0,22.0
Lodhran,2024-11-05 09:00,93.11500000000001,70.1,41.8,462.0,3.6,18.0,160.0,20.0
Lodhran,2024-11-05 10:00,91.72000000000001,68.9,41.3,451.0,5.6,18.3,155.0,18.0
Lodhran,2024-11-05 11:00,92.55,68.7,41.4,468.0,9.1,18.1,143.0,15.0
Lodhran,2024-11-05 12:00,107.88,90.1,53.0,572.0,14.3,9.0,118.0,25.0
Lodhran,2024-11-05 13:00,130.225,106.6,64.3,731.0,27.9,10.8,98.0,25.0
Lodhran,2024-11-05 14:00,156.23,124.3,76.8,922.0,46.4,13.6,80.0,26.0
Lodhran,2024-11-05 15:00,181.52,141.1,89.4,1120.0,58.9,16.1,66.0,26.0
Lodhran,2024-11-05 16:00,203.805,149.9,96.2,1303.0,60.0,18.2,60.0,26.0
Lodhran,2024-11-05 17:00,220.285,155.1,100.4,1459.0,55.1,20.2,58.0,25.0
Lodhran,2024-11-05 18:00,222.35,157.4,102.0,1497.0,49.8,21.3,57.0,25.0
Lodhran,2024-11-05 19:00,201.23499999999996,154.1,99.4,1321.0,45.3,21.4,57.0,26.0
Lodhran,2024-11-05 20:00,185.765,159.7,101.7,1113.0,40.3,20.7,58.0,27.0
Lodhran,2024-11-05 21:00,179.175,169.5,108.0,1073.0,36.5,19.5,56.0,27.0
Lodhran,2024-11-05 22:00,177.365,176.0,112.5,1106.0,36.0,17.6,51.0,26.0
Lodhran,2024-11-05 23:00,189.035,174.6,111.8,1197.0,37.0,17.4,44.0,24.0
Lodhran,2024-11-06 00:00,186.20499999999998,166.2,106.4,1219.0,48.2,15.1,25.0,22.0
Lodhran,2024-11-06 01:00,184.52,168.6,107.8,1228.0,47.5,14.2,18.0,22.0
Lodhran,2024-11-06 02:00,202.67499999999998,180.7,116.4,1419.0,46.1,13.2,22.0,22.0
Lodhran,2024-11-06 03:00,208.5,193.2,125.7,1492.0,41.9,13.4,35.0,22.0
Lodhran,2024-11-06 04:00,193.465,175.6,112.7,1349.0,32.1,15.7,68.0,22.0
Lodhran,2024-11-06 05:00,167.35,160.2,102.2,1088.0,19.5,19.2,126.0,22.0
Lodhran,2024-11-06 06:00,155.97000000000006,143.0,89.9,863.0,9.9,23.1,173.0,23.0
Lodhran,2024-11-06 07:00,144.73000000000002,132.2,80.8,730.0,5.5,27.8,194.0,24.0
Lodhran,2024-11-06 08:00,135.045,130.4,78.2,618.0,4.1,32.8,200.0,24.0
Lodhran,2024-11-06 09:00,128.41,123.4,75.0,575.0,4.6,36.2,199.0,24.0
Lodhran,2024-11-06 10:00,127.13999999999999,123.4,75.2,544.0,7.2,37.1,191.0,22.0
Lodhran,2024-11-06 11:00,128.70999999999998,124.8,76.1,547.0,11.7,36.3,175.0,19.0
Lodhran,2024-11-06 12:00,131.65500000000003,124.3,77.8,634.0,16.2,34.5,156.0,17.0
Lodhran,2024-11-06 13:00,153.76500000000004,133.2,84.3,847.0,20.6,31.3,131.0,16.0
Lodhran,2024-11-06 14:00,187.61,142.0,90.1,1163.0,26.3,27.1,107.0,16.0
Lodhran,2024-11-06 15:00,220.89,151.8,97.1,1485.0,30.7,23.4,90.0,16.0
Lodhran,2024-11-06 16:00,252.82500000000007,156.5,100.4,1787.0,30.9,23.5,82.0,16.0
Lodhran,2024-11-06 17:00,281.815,164.4,105.5,2063.0,28.6,23.5,78.0,17.0
Lodhran,2024-11-06 18:00,291.82500000000005,170.4,109.2,2167.0,26.0,22.9,73.0,17.0
Lodhran,2024-11-06 19:00,268.89000000000004,168.1,107.3,1971.0,25.0,21.0,65.0,16.0
Lodhran,2024-11-06 20:00,238.42000000000002,163.0,104.1,1604.0,24.3,18.5,60.0,15.0
Lodhran,2024-11-06 21:00,220.43999999999997,151.3,97.1,1474.0,23.0,16.4,60.0,13.0
Lodhran,2024-11-06 22:00,201.44,135.5,87.1,1351.0,20.0,15.4,60.0,11.0
Lodhran,2024-11-06 23:00,183.58499999999998,123.9,79.4,1377.0,16.2,14.8,64.0,9.0
Mandi Bahuddin,2024-11-05 00:00,163.49,102.4,68.0,1136.0,13.2,8.1,43.0,4.0
Mandi Bahuddin,2024-11-05 01:00,170.095,97.1,65.0,1226.0,13.0,7.7,41.0,3.0
Mandi Bahuddin,2024-11-05 02:00,182.28,98.3,65.9,1345.0,12.6,7.4,40.0,2.0
Mandi Bahuddin,2024-11-05 03:00,188.09,99.4,66.4,1388.0,11.6,8.5,51.0,3.0
Mandi Bahuddin,2024-11-05 04:00,184.36499999999998,105.9,69.8,1287.0,9.6,12.5,87.0,7.0
Mandi Bahuddin,2024-11-05 05:00,180.45499999999998,128.1,81.7,1110.0,7.1,17.9,135.0,13.0
Mandi Bahuddin,2024-11-05 06:00,180.135,157.4,97.8,951.0,5.1,22.2,173.0,19.0
Mandi Bahuddin,2024-11-05 07:00,176.70999999999998,173.2,105.7,836.0,3.7,24.3,192.0,24.0
Mandi Bahuddin,2024-11-05 08:00,169.35500000000002,177.4,106.4,739.0,2.9,25.2,201.0,29.0
Mandi Bahuddin,2024-11-05 09:00,163.44500000000002,177.4,105.7,679.0,3.0,25.2,202.0,32.0
Mandi Bahuddin,2024-11-05 10:00,160.67000000000004,176.5,104.8,664.0,4.5,23.7,193.0,32.0
Mandi Bahuddin,2024-11-05 11:00,160.805,175.1,104.5,686.0,6.9,21.2,176.0,31.0
Mandi Bahuddin,2024-11-05 12:00,181.46500000000003,213.3,129.5,739.0,9.5,22.4,166.0,32.0
Mandi Bahuddin,2024-11-05 13:00,194.16000000000003,220.7,135.0,848.0,11.7,22.3,149.0,31.0
Mandi Bahuddin,2024-11-05 14:00,212.855,230.5,142.0,1012.0,14.8,22.1,126.0,30.0
Mandi Bahuddin,2024-11-05 15:00,229.23,238.4,148.5,1158.0,17.3,21.6,105.0,29.0
Mandi Bahuddin,2024-11-05 16:00,241.45,243.1,152.7,1274.0,18.6,20.6,89.0,27.0
Mandi Bahuddin,2024-11-05 17:00,251.56,244.9,154.6,1381.0,19.3,19.4,75.0,25.0
Mandi Bahuddin,2024-11-05 18:00,256.45500000000004,240.3,152.3,1461.0,19.7,18.0,63.0,23.0
Mandi Bahuddin,2024-11-05 19:00,248.43500000000003,232.4,147.6,1424.0,19.9,16.5,53.0,22.0
Mandi Bahuddin,2024-11-05 20:00,240.10000000000002,225.4,143.4,1379.0,19.8,14.8,45.0,21.0
Mandi Bahuddin,2024-11-05 21:00,229.92000000000004,218.9,139.7,1312.0,19.6,13.3,38.0,20.0
Mandi Bahuddin,2024-11-05 22:00,216.36000000000004,213.3,136.0,1206.0,19.5,12.1,33.0,20.0
Mandi Bahuddin,2024-11-05 23:00,208.685,208.6,132.7,1154.0,19.4,11.0,29.0,21.0
Mandi Bahuddin,2024-11-06 00:00,201.28,190.5,122.0,1156.0,17.1,9.4,32.0,17.0
Mandi Bahuddin,2024-11-06 01:00,205.045,194.6,124.8,1184.0,16.9,8.1,26.0,17.0
Mandi Bahuddin,2024-11-06 02:00,210.155,199.8,128.1,1223.0,16.6,6.4,19.0,17.0
Mandi Bahuddin,2024-11-06 03:00,210.14,199.3,129.0,1215.0,15.1,6.5,28.0,17.0
Mandi Bahuddin,2024-11-06 04:00,202.03500000000003,194.6,125.7,1117.0,11.6,10.2,66.0,18.0
Mandi Bahuddin,2024-11-06 05:00,192.595,195.6,124.3,971.0,7.0,15.7,119.0,20.0
Mandi Bahuddin,2024-11-06 06:00,185.275,200.2,124.8,845.0,3.5,19.5,160.0,21.0
Mandi Bahuddin,2024-11-06 07:00,176.75,198.4,121.5,756.0,1.9,19.9,178.0,22.0
Mandi Bahuddin,2024-11-06 08:00,164.795,184.9,112.7,688.0,1.5,18.7,184.0,22.0
Mandi Bahuddin,2024-11-06 09:00,157.65,172.3,105.0,668.0,1.9,17.4,184.0,22.0
Mandi Bahuddin,2024-11-06 10:00,156.255,164.4,100.6,689.0,3.1,16.4,179.0,22.0
Mandi Bahuddin,2024-11-06 11:00,161.845,163.0,99.7,759.0,5.2,15.4,169.0,21.0
Mandi Bahuddin,2024-11-06 12:00,169.54500000000002,169.0,104.5,821.0,8.0,14.7,154.0,20.0
Mandi Bahuddin,2024-11-06 13:00,175.425,180.2,112.2,847.0,12.1,14.6,134.0,19.0
Mandi Bahuddin,2024-11-06 14:00,199.01500000000001,191.9,120.6,1048.0,17.0,14.9,111.0,19.0
Mandi Bahuddin,2024-11-06 15:00,219.955,203.5,129.0,1223.0,20.8,15.1,90.0,18.0
Mandi Bahuddin,2024-11-06 16:00,232.15,213.3,136.4,1314.0,23.1,15.1,75.0,17.0
Mandi Bahuddin,2024-11-06 17:00,238.49500000000003,218.4,140.6,1365.0,24.3,15.0,63.0,16.0
Mandi Bahuddin,2024-11-06 18:00,240.0,214.7,138.3,1405.0,24.2,14.7,54.0,15.0
Mandi Bahuddin,2024-11-06 19:00,237.83,202.6,130.9,1442.0,22.1,13.9,49.0,13.0
Mandi Bahuddin,2024-11-06 20:00,234.45,190.0,123.4,1468.0,18.8,12.8,47.0,10.0
Mandi Bahuddin,2024-11-06 21:00,231.95999999999998,180.2,117.3,1490.0,15.9,12.0,46.0,8.0
Mandi Bahuddin,2024-11-06 22:00,229.77499999999998,170.0,112.2,1511.0,14.1,11.6,45.0,7.0
Mandi Bahuddin,2024-11-06 23:00,228.47,163.0,108.0,1529.0,12.8,11.5,44.0,7.0
Mianwali,2024-11-05 00:00,116.71,93.8,56.6,751.0,11.4,8.2,67.0,11.0
Mianwali,2024-11-05 01:00,119.69,95.9,57.7,758.0,11.8,8.0,62.0,10.0
Mianwali,2024-11-05 02:00,127.16000000000001,102.0,61.7,813.0,12.3,7.9,57.0,10.0
Mianwali,2024-11-05 03:00,131.92,108.5,66.4,825.0,11.7,8.0,60.0,12.0
Mianwali,2024-11-05 04:00,131.10999999999999,117.6,71.0,750.0,9.2,8.7,80.0,19.0
Mianwali,2024-11-05 05:00,133.25500000000002,142.0,83.6,633.0,5.7,10.1,108.0,28.0
Mianwali,2024-11-05 06:00,132.84,156.0,90.6,555.0,3.0,11.1,138.0,35.0
Mianwali,2024-11-05 07:00,130.685,156.0,89.9,516.0,1.8,11.4,155.0,38.0
Mianwali,2024-11-05 08:00,128.63,152.7,88.0,490.0,1.3,11.3,162.0,39.0
Mianwali,2024-11-05 09:00,127.55,149.9,86.4,488.0,1.7,11.3,164.0,39.0
Mianwali,2024-11-05 10:00,126.77000000000001,146.7,84.5,497.0,3.0,11.0,159.0,38.0
Mianwali,2024-11-05 11:00,127.75999999999999,144.8,83.6,523.0,5.0,10.6,148.0,37.0
Mianwali,2024-11-05 12:00,133.135,149.9,88.5,566.0,7.5,8.6,149.0,30.0
Mianwali,2024-11-05 13:00,141.18,155.1,92.2,632.0,10.1,8.5,141.0,30.0
Mianwali,2024-11-05 14:00,151.10999999999999,159.3,95.2,725.0,13.7,8.8,136.0,29.0
Mianwali,2024-11-05 15:00,157.70999999999998,159.3,96.4,801.0,16.3,8.9,131.0,27.0
Mianwali,2024-11-05 16:00,162.76,155.1,94.8,880.0,17.1,8.7,125.0,23.0
Mianwali,2024-11-05 17:00,167.26500000000001,149.5,92.2,961.0,16.8,8.4,119.0,18.0
Mianwali,2024-11-05 18:00,167.665,142.5,88.5,1005.0,16.3,8.3,110.0,14.0
Mianwali,2024-11-05 19:00,161.7,134.1,83.4,989.0,15.5,8.2,101.0,12.0
Mianwali,2024-11-05 20:00,152.65500000000003,127.1,78.2,936.0,14.4,8.0,95.0,12.0
Mianwali,2024-11-05 21:00,149.30000000000004,120.1,73.8,937.0,13.5,7.9,90.0,12.0
Mianwali,2024-11-05 22:00,142.345,116.4,71.0,894.0,12.8,7.8,85.0,12.0
Mianwali,2024-11-05 23:00,138.635,114.6,69.8,824.0,12.3,7.6,79.0,12.0
Mianwali,2024-11-06 00:00,134.79000000000002,112.7,67.8,819.0,12.0,7.0,77.0,13.0
Mianwali,2024-11-06 01:00,135.05,112.9,67.5,835.0,13.5,6.8,68.0,14.0
Mianwali,2024-11-06 02:00,136.83000000000004,119.2,71.5,856.0,15.3,6.5,58.0,16.0
Mianwali,2024-11-06 03:00,137.38500000000002,127.1,76.8,855.0,15.3,6.8,59.0,18.0
Mianwali,2024-11-06 04:00,137.41,134.6,80.6,814.0,11.8,8.7,82.0,21.0
Mianwali,2024-11-06 05:00,141.525,146.2,86.8,750.0,6.5,12.5,123.0,25.0
Mianwali,2024-11-06 06:00,150.035,163.4,96.4,689.0,2.5,15.1,162.0,28.0
Mianwali,2024-11-06 07:00,149.13000000000002,165.3,97.3,633.0,1.0,15.3,175.0,30.0
Mianwali,2024-11-06 08:00,144.45000000000002,162.5,95.2,594.0,0.8,14.2,176.0,30.0
Mianwali,2024-11-06 09:00,140.16500000000002,158.8,93.1,571.0,1.2,14.7,171.0,30.0
Mianwali,2024-11-06 10:00,137.61,156.5,91.5,567.0,2.3,14.4,166.0,28.0
Mianwali,2024-11-06 11:00,137.91,154.6,90.8,596.0,4.1,13.6,156.0,24.0
Mianwali,2024-11-06 12:00,139.565,148.5,88.7,635.0,6.3,12.9,147.0,22.0
Mianwali,2024-11-06 13:00,146.82000000000002,154.1,92.2,692.0,9.1,12.6,143.0,23.0
Mianwali,2024-11-06 14:00,155.865,159.7,96.2,764.0,12.2,12.6,139.0,24.0
Mianwali,2024-11-06 15:00,167.005,163.4,98.7,868.0,14.4,12.6,137.0,25.0
Mianwali,2024-11-06 16:00,176.26000000000002,163.4,99.0,972.0,15.2,12.7,136.0,23.0
Mianwali,2024-11-06 17:00,183.315,159.3,97.3,1071.0,15.1,12.8,136.0,21.0
Mianwali,2024-11-06 18:00,186.685,152.7,93.8,1143.0,14.6,12.7,134.0,18.0
Mianwali,2024-11-06 19:00,179.55000000000004,148.1,90.3,1118.0,13.7,12.4,127.0,16.0
Mianwali,2024-11-06 20:00,167.28000000000003,146.2,89.2,1038.0,12.4,11.9,119.0,15.0
Mianwali,2024-11-06 21:00,157.63,144.4,88.0,970.0,11.3,11.5,109.0,14.0
Mianwali,2024-11-06 22:00,157.12,141.1,86.1,941.0,10.7,11.2,98.0,13.0
Mianwali,2024-11-06 23:00,156.68500000000003,137.4,84.1,925.0,10.3,10.9,93.0,12.0
Multan,2024-11-05 00:00,176.69,128.1,79.9,1134.0,9.8,14.7,76.0,15.0
Multan,2024-11-05 01:00,186.67499999999998,127.6,79.4,1309.0,12.3,13.8,67.0,14.0
Multan,2024-11-05 02:00,202.08999999999997,129.0,80.3,1551.0,15.7,12.6,55.0,13.0
Multan,2024-11-05 03:00,207.42000000000002,128.5,80.1,1638.0,17.0,12.2,56.0,14.0
Multan,2024-11-05 04:00,193.37500000000003,125.7,77.3,1433.0,14.3,13.3,80.0,17.0
Multan,2024-11-05 05:00,169.89999999999998,123.4,74.0,1072.0,9.6,15.1,116.0,22.0
Multan,2024-11-05 06:00,147.095,114.6,67.8,832.0,5.9,16.6,145.0,25.0
Multan,2024-11-05 07:00,127.885,98.5,58.1,690.0,3.9,17.5,161.0,26.0
Multan,2024-11-05 08:00,113.435,87.3,51.3,583.0,2.9,18.0,170.0,25.0
Multan,2024-11-05 09:00,106.84000000000002,81.5,48.0,538.0,3.3,18.2,172.0,23.0
Multan,2024-11-05 10:00,109.45,77.5,45.8,585.0,4.7,17.7,166.0,21.0
Multan,2024-11-05 11:00,117.97999999999999,74.5,44.1,693.0,7.4,16.7,154.0,17.0
Multan,2024-11-05 12:00,132.92000000000002,99.7,59.0,793.0,12.5,11.7,129.0,28.0
Multan,2024-11-05 13:00,154.89499999999998,116.6,70.8,924.0,25.3,12.3,106.0,29.0
Multan,2024-11-05 14:00,196.13000000000002,135.0,83.6,1264.0,43.0,13.2,86.0,30.0
Multan,2024-11-05 15:00,223.36499999999998,149.9,93.6,1480.0,57.2,14.0,72.0,29.0
Multan,2024-11-05 16:00,223.42999999999998,153.7,97.1,1466.0,64.9,14.8,71.0,26.0
Multan,2024-11-05 17:00,220.53000000000003,163.9,105.0,1459.0,69.1,15.6,76.0,23.0
Multan,2024-11-05 18:00,221.53500000000003,170.9,109.7,1497.0,70.0,16.5,80.0,23.0
Multan,2024-11-05 19:00,200.34,168.6,107.8,1321.0,66.7,18.5,81.0,22.0
Multan,2024-11-05 20:00,173.96000000000004,163.0,103.8,1027.0,60.0,20.6,82.0,21.0
Multan,2024-11-05 21:00,161.25999999999996,156.0,99.2,859.0,52.8,22.3,81.0,20.0
Multan,2024-11-05 22:00,149.44499999999996,148.1,94.1,787.0,45.1,23.7,79.0,17.0
Multan,2024-11-05 23:00,141.42,143.9,91.5,809.0,36.8,24.8,75.0,14.0
Multan,2024-11-06 00:00,148.5,153.2,98.0,853.0,35.8,22.5,60.0,16.0
Multan,2024-11-06 01:00,154.925,150.9,96.9,902.0,34.6,21.2,51.0,16.0
Multan,2024-11-06 02:00,168.6,157.4,101.0,996.0,32.7,19.6,40.0,17.0
Multan,2024-11-06 03:00,178.185,163.9,106.2,1058.0,29.2,18.9,42.0,18.0
