datetime,District,Carbon_monoxide,Dust,Nitrogen_dioxide,Ozone,Pm_10,Pm_25,Sulphur_dioxide,Pm25_aqi,Pm10_aqi,Dust_aqi,O3_aqi,Co_aqi,No2_aqi,So2_aqi,Final_aqi,Date
2024-11-24,Attock,336.3915675,1.2114010833333333,15.469445795833332,110.01683579166667,29.9617945,12.337152125000001,336.3915675,51.49873193669527,27.742402314814814,1.1216676697530865,179.78316186971506,151.0,14.593816788522012,201.0,91.23572065895833,2024-11-24
2024-11-25,Attock,336.39157416666666,1.2114001833333334,15.358091416666667,110.024878625,29.961795,12.337151666666665,336.39157416666666,51.498730972818315,27.74240277777778,1.121666836419753,179.7856227259534,151.0,14.488765487421384,201.0,91.21982308416666,2024-11-25
2024-11-26,Attock,336.39157916666665,1.2113998333333333,14.972143537500001,110.037104625,29.961795749999997,12.337152083333335,336.39157916666665,51.498731849070104,27.74240347222222,1.121666512345679,179.86822520811404,151.0,14.124663714622642,201.0,91.16315477645833,2024-11-26
2024-11-27,Attock,336.3915504166667,1.2114000666666667,14.584576929166667,109.99608558333334,29.961796000000003,12.337150958333332,336.3915504166667,51.49872948319027,27.742403703703705,1.1216667283950617,179.82597103023514,151.0,13.759034838836477,201.0,91.10091192395834,2024-11-27
2024-11-28,Attock,336.3915720833333,1.2113999125,14.149375375,109.90954829166667,29.961796083333336,12.3371505,336.3915720833333,51.498728519313296,27.742403780864198,1.1216665856481483,179.43979812590518,151.0,13.348467334905662,201.0,91.02698219354166,2024-11-28
2024-11-29,Attock,336.39160999999996,1.2113993583333333,13.714915591666667,109.83426175,29.961795499999997,12.337150541666666,336.39160999999996,51.49872860693848,27.742403240740742,1.121666072530864,179.29236352909047,151.0,12.938599614779875,201.0,90.95429199208333,2024-11-29
2024-11-30,Attock,336.3915866666667,1.2114000708333335,13.375695370833334,109.763123375,29.961795166666665,12.337151125,336.3915866666667,51.49872983369099,27.742402932098766,1.1216667322530864,178.88113571521401,151.0,12.618580538522012,201.0,90.89629055291665,2024-11-30
2024-12-01,Attock,336.39156625000004,1.2114000708333335,13.129305808333333,109.69534858333333,29.961796250000003,12.337151125,336.39156625000004,51.49872983369099,27.742403935185184,1.1216667322530864,178.84610509339927,151.0,12.386137555031446,201.0,90.852550826875,2024-12-01
2024-12-02,Attock,336.3915670833333,1.2114005416666667,13.178395420833333,109.625679375,29.961792666666668,12.337149833333333,336.3915670833333,51.498727117310445,27.74240061728395,1.1216671682098764,178.53810985219764,151.0,12.432448510220127,201.0,90.85294631937501,2024-12-02
2024-12-03,Attock,336.39158749999996,1.2114003791666665,13.646453858333333,109.534659125,29.961794833333332,12.337151833333332,336.39158749999996,51.49873132331903,27.742402623456787,1.1216670177469135,178.29799078823876,151.0,12.874013073899372,201.0,90.914058176875,2024-12-03
2024-12-04,Attock,336.3915304166667,1.2114011291666666,14.556966445833332,109.48525108333332,29.96179533333333,12.337151166666667,336.3915304166667,51.49872992131617,27.742403086419753,1.121667712191358,178.0792765344718,151.0,13.732987213050315,201.0,91.04568284,2024-12-04
2024-12-05,Attock,336.39158208333333,1.2114001041666667,15.245466325,109.35108274999999,29.961796250000003,12.337150833333332,336.39158208333333,51.498729220314736,27.742403935185184,1.1216667631172839,177.6321809699779,151.0,14.382515400943397,201.0,91.13555141645833,2024-12-05
2024-12-06,Attock,336.3915725,1.2114007291666666,15.451976533333335,109.22612008333334,29.961795666666664,12.337151916666665,336.3915725,51.498731498569384,27.74240339506173,1.1216673418209877,177.42960650891814,151.0,14.577336352201257,201.0,91.154029920625,2024-12-06
2024-12-07,Attock,336.39157083333333,1.2114003375,15.469454274999999,109.02122733333334,29.961796250000003,12.337151375,336.39157083333333,51.49873035944206,27.742403935185184,1.1216669791666667,176.73168910385718,151.0,14.59382478773585,201.0,91.13616196437499,2024-12-07
2024-12-08,Attock,336.39159375,1.2114002208333334,15.358109633333333,108.84120170833334,29.961796000000003,12.337151541666666,336.39159375,51.49873070994278,27.742403703703705,1.1216668711419753,176.38867550030173,151.0,14.488782672955976,201.0,91.10146226229166,2024-12-08
