District,date,Vehicle,Industry,Residential,Misc,Construction,Agriculture,Sum_of_Sources,Vehicle%,Industry%,Residential%,Misc%,Construction%,Agriculture%
Khanewal,2024-11-29 15:00:00,679.6200016021729,471.9900016784668,123.7350004196167,17.92000045776367,35.24000091552735,1021.1950033187867,2349.7000083923344,28.923692351142694,20.08724517992416,5.265991402207818,0.7626505678920494,1.4997659611721483,43.460654537661114
Khanewal,2024-11-29 16:00:00,614.8099998474121,431.0699996948243,113.22999992370607,19.484999847412112,38.36999969482422,928.6349994659424,2145.599998474121,28.654455643393195,20.09088366896844,5.277311707878051,0.9081375774267894,1.7883109490171367,43.2809004533164
Khanewal,2024-11-29 17:00:00,463.2999986171722,327.19999866485597,87.50499968528747,17.469999694824217,34.539999389648436,694.4849972724915,1624.4999933242798,28.519544507298072,20.141582025820355,5.386580489066207,1.0754078034235417,2.126192645834848,42.750692528556975
Khanewal,2024-11-29 18:00:00,331.3000006198883,232.49000072479248,64.28000016212464,12.835000228881837,25.270000457763672,483.02500143051145,1149.2000036239624,28.828750398115666,20.23059519593137,5.593456313907056,1.1168639217200755,2.198921021412774,42.03141314891305
Khanewal,2024-11-29 19:00:00,281.9650011062622,196.17000102996826,55.89000029563904,10.760000228881836,21.120000457763673,399.6950020313263,965.6000051498413,29.20101487183682,20.31586578124828,5.788111018802869,1.114333074927035,2.1872411293624925,41.3934341238225
Khanewal,2024-11-29 20:00:00,266.9850008010864,184.22000083923342,53.705000209808354,9.985000228881837,19.370000457763673,369.8350016593933,904.100004196167,29.530472244435185,20.376064592879075,5.940161482197684,1.1044132488152651,2.142462157710694,40.9064262739621
Khanewal,2024-11-29 21:00:00,258.9999998569489,176.91999979019167,52.41499998569489,8.879999923706055,17.15999984741211,351.7249995470047,866.0999989509583,29.904168129621993,20.427202402087698,6.051841594409564,1.0252857562015623,1.9812954471997144,40.61020667047948
Khanewal,2024-11-29 22:00:00,252.7050004482269,170.96000051498413,50.855000090599056,7.540000152587892,14.480000305175782,339.7600010633468,836.3000025749205,30.21702734307814,20.442424965754867,6.080951803661291,0.9015903538649596,1.73143611868859,40.626569414952165
Khanewal,2024-11-29 23:00:00,255.9249998092651,172.26999988555906,50.8199999332428,6.700000000000001,12.8,345.0849997997283,843.5999994277952,30.33724513784451,20.42081555267994,6.024182072986422,0.7942152684381862,1.5173067814938481,40.906235186557105
Sheikhupura,2024-11-29 00:00:00,723.9250001907349,333.54500055313116,136.9,4.9170000267028815,33.36000022888183,210.1530001449585,1442.8000011444092,50.17500690438921,23.117895778248396,9.488494586319158,0.34079567665669425,2.3121707930704973,14.565636261316053
Sheikhupura,2024-11-29 01:00:00,800.4450000762939,363.8200005054474,150.475,5.110000028610229,34.78500022888184,231.8650001144409,1586.5000009536743,50.45351399906283,22.93224079966899,9.484714775262951,0.3220926584014191,2.1925622570420384,14.614875510561776
Sheikhupura,2024-11-29 02:00:00,942.0750004768373,422.2300006389618,175.93000011444093,5.406000032424927,38.160000228881835,271.89900022506714,1855.700001716614,50.76655707309218,22.75313899058998,9.480519477916529,0.2913186413441887,2.0563668800766264,14.6520989369805
Sheikhupura,2024-11-29 03:00:00,1016.5400003433228,450.28000106811527,190.020000076294,5.646000061035156,38.67000045776367,292.44400028228756,1993.6000022888188,50.99016849800614,22.586276111113378,9.531500795452208,0.28320626276851313,1.9397070833350367,14.669141249324714
Sheikhupura,2024-11-29 04:00:00,955.2649978637695,422.8799973487854,181.15499954223634,5.571999874114991,35.53499908447266,273.6929990386963,1874.0999927520752,50.97193327774276,22.564430872644916,9.666239808059235,0.2973160394677037,1.8961100913452478,14.603969910740144
Sheikhupura,2024-11-29 05:00:00,833.3000003814698,374.7650011062623,162.20000000000002,5.719000053405762,32.82000045776367,238.296000289917,1647.1000022888184,50.59194943983437,22.753020495749315,9.84761093889904,0.3472163223519283,1.9925930673399812,14.46760973582537
Sheikhupura,2024-11-29 06:00:00,730.6400008678437,334.50500125885014,145.9950001716614,5.771000061035156,30.645000457763672,208.54400042533877,1456.1000032424927,50.17787234673647,22.972666747748306,10.026440481186375,0.39633267276863526,2.1045944914169596,14.322093260143257
Sheikhupura,2024-11-29 07:00:00,671.3549991846085,309.80499925613407,136.29999976158143,5.884999961853027,29.03999977111816,191.6149996805191,1343.9999976158142,49.95200895651467,23.050967247448806,10.14136904786983,0.43787202174796946,2.160714272517381,14.257068453901347
Sheikhupura,2024-11-29 08:00:00,631.0900013089181,290.86000237464907,129.39000022411346,5.766000118255616,26.940000915527342,179.7540007328987,1263.8000056743622,49.93590745967509,23.014717603157987,10.238170568378111,0.45624308374479594,2.1316664657832622,14.223294819260756
Sheikhupura,2024-11-29 09:00:00,618.5550007104873,283.360000705719,126.8700002193451,5.780000038146973,25.860000228881837,176.27500029087062,1236.7000021934507,50.016576341343765,22.9125899735702,10.258753132879795,0.4673728493487006,2.091048773592279,14.253658929265272
