District,date,Vehicle,Industry,Residential,Misc,Construction,Agriculture,Sum_of_Sources,Vehicle_percentage,Industry_percentage,Residential_percentage,Misc_percentage,Construction_percentage,Agriculture_percentage
Khushab,2024-11-24 00:00:00,211.8999993801117,103.31999945640564,47.86499972343446,27.504999303817744,25.944999313354494,481.3649976730347,897.8999948501587,23.599510034018152,11.50684932052457,5.33077180064158,3.0632586548135317,2.889519931190576,53.610090258811596
Khushab,2024-11-24 01:00:00,214.6900002002716,103.51000018119812,48.26000008583069,26.460000228881835,25.010000228881836,491.2700007915496,909.2000017166138,23.613066409472776,11.384733830374639,5.307963043853219,2.910250789586897,2.7507699275914805,54.03321599912098
Khushab,2024-11-24 02:00:00,216.46499996185304,103.72499990463257,48.66499996185303,26.479999780654904,25.139999771118163,500.22499947547914,920.6999988555908,23.51091563277008,11.265884656626522,5.28565222356278,2.8760725332430694,2.730531096162334,54.33094385763522
Khushab,2024-11-24 03:00:00,215.38999981880187,103.88999991416932,48.5449999332428,26.919999980926516,25.575000000000003,494.7799997806549,915.0999994277954,23.53731832078281,11.352857608909508,5.304884708075357,2.941754999208761,2.7947765289030535,54.068407834120514
Khushab,2024-11-24 04:00:00,209.63000006675722,103.72000002861023,47.19500002861023,26.215000009536745,24.625,458.9150000572205,870.300000190735,24.08709640593068,11.917729519232328,5.422842700019186,3.0121797085822664,2.8294840853272647,52.73066758090826
Khushab,2024-11-24 05:00:00,200.16999964714051,102.649999666214,44.819999837875365,24.27999954223633,22.32999954223633,403.1499985218049,797.3999967575074,25.10283426901154,12.87308754497403,5.620767496880904,3.044895866687591,2.8003510951890527,50.55806372725687
Khushab,2024-11-24 06:00:00,190.7000000834465,101.19000016450882,42.60500005483628,22.960000324249265,20.765000343322754,354.0800008893013,732.3000018596649,26.041239874254636,13.81810732043402,5.817970769717537,3.13532708807083,2.835586547943513,48.35176839957946
Khushab,2024-11-24 07:00:00,180.49999989867212,98.33999982476236,40.37999994158746,22.26499967575073,19.959999656677248,315.9549990713596,677.3999980688095,26.645999470513303,14.517271937572856,5.961027466298532,3.286831966227593,2.9465603356334427,46.64230882375428
Khushab,2024-11-24 08:00:00,169.41999977827072,94.25999985933302,37.96499990224839,21.339999866485595,19.044999885559083,282.46999951601026,624.4999988079071,27.128903138778615,15.093674946239174,6.079263406680361,3.417133692109048,3.0496396992655916,45.2313851169272
Khushab,2024-11-24 09:00:00,160.97999992370606,90.67999992370605,36.064999961853026,20.41999988555908,18.14499988555908,260.0099996566772,586.2999992370605,27.456933333308175,15.466484741890834,6.151287738151736,3.4828585898228184,3.094831981779085,44.34760361504734
Khushab,2024-11-24 10:00:00,157.49999997615814,88.33999998569489,35.15499999523163,19.225,17.075,254.8049999475479,572.0999999046326,27.530152071737973,15.441356406296261,6.144904737124954,3.3604264994240087,2.984618074260855,44.53854221115595
Khushab,2024-11-24 11:00:00,156.50999996662142,86.34000003337859,34.764999985694885,18.17500009536743,16.155000114440917,261.55500028133395,573.5000004768372,27.290322552134445,15.054925886938292,6.06190060275318,3.1691368928083365,2.816913705494128,45.60680035987163
Khushab,2024-11-24 12:00:00,160.30999991893768,88.67000000476837,36.42499997615814,23.27500009536743,21.05500011444092,286.9650001764297,616.7000002861023,25.994811066088197,14.37814171617191,5.906437483259232,3.7741203315339042,3.414139793201392,46.53234960974535
Khushab,2024-11-24 13:00:00,159.56500029563904,87.68500037193297,36.710000181198126,25.215000677108762,23.10500068664551,300.5200017929077,632.8000040054321,25.215707851713177,13.856668744771413,5.801201003292503,3.9846713839294337,3.6512327023384734,47.49051831395499
Khushab,2024-11-24 14:00:00,156.2749997138977,84.49499979019166,36.264999866485596,25.78499975204468,23.889999771118163,311.7899991989136,638.4999980926514,24.47533283958146,13.233359442850109,5.679718085327741,4.038371155688409,3.7415818077499092,48.831636668802375
Khushab,2024-11-24 15:00:00,153.85500025749207,81.23500027656556,35.57500014305115,24.29500045776367,22.620000457763673,318.92000126838684,636.500002861023,24.17203449582476,12.762765107842878,5.589159463180521,3.816967847377745,3.5538099538237793,50.105263131950316
Khushab,2024-11-24 16:00:00,157.72499980926514,81.23499984741211,35.99499988555908,22.43499975204468,20.889999771118163,332.81999940872197,651.0999984741211,24.22438952217785,12.476578104406325,5.528336656414499,3.4457072346217172,3.2084164982452332,51.11657198413438
Khushab,2024-11-24 17:00:00,164.30999970436096,82.81999974250795,37.02499985694886,20.6449996471405,19.334999656677248,349.9649989128112,674.0999975204468,24.37472189715846,12.2860109845937,5.492508528873836,3.0626019467555774,2.868268762468105,51.915887880150315
Khushab,2024-11-24 18:00:00,165.88499975204468,82.59499979019165,37.04999990463257,19.139999771118163,17.964999771118165,354.36499910354615,676.9999980926514,24.502954242156786,12.200147713868684,5.472673561154436,2.827178703846723,2.6536188806103294,52.34342689836304
Khushab,2024-11-24 19:00:00,156.6449999809265,77.95500001907348,34.880000019073485,17.405000114440917,16.35500011444092,332.3600001335144,635.6000003814697,24.64521709989183,12.264789171221999,5.487728130607216,2.738357473882145,2.57315923609583,52.290748888300975
Khushab,2024-11-24 20:00:00,143.2449999809265,72.15500001907347,31.980000019073493,16.180000114440915,15.255000114440918,298.78500013351436,577.6000003814697,24.80003460635767,12.492209136326087,5.536703600753574,2.8012465553592465,2.641101126102132,51.72870497510128
Khushab,2024-11-24 21:00:00,132.4800001621246,67.64000020027161,29.710000085830693,15.700000333786011,14.790000343322752,272.48000097274775,532.8000020980835,24.864864797379692,12.695195182792007,5.576201195352353,2.9466967477405883,2.7759009544072883,51.14114112232806
Khushab,2024-11-24 22:00:00,127.70999991893768,65.76999995708466,28.699999976158146,15.454999995231628,14.55,259.61499986648556,511.7999997138977,24.953106680408187,12.85072293744644,5.60765924036768,3.019734271956068,2.842907387286757,50.72586948253487
Khushab,2024-11-24 23:00:00,125.88500008583068,65.34500012397767,28.325000047683716,15.670000219345093,14.660000228881835,253.21500062942505,503.10000133514404,25.02186439112557,12.988471467017067,5.63009341532774,3.1146889639752553,2.9139336493692354,50.33094811318512
Sialkot,2024-11-24 00:00:00,213.98999996185302,120.30500020980836,46.325,1.8170000076293946,17.85500011444092,94.30800008773805,494.6000003814698,43.26526481941146,24.323695939551314,9.36615446103335,0.36736757101253503,3.6099878893388406,19.067529319652486
