date,hour,District,AQI
11/7/2024,3:00,Pakpattan,180.01
11/7/2024,3:00,Rahim Yar Khan,158.37
11/7/2024,3:00,Rajanpur,130.405
11/7/2024,3:00,Rawalpindi,364.845
11/7/2024,3:00,Sahiwal,178.975
11/7/2024,3:00,Sargodha,272.555
11/7/2024,3:00,Sheikhupura,421.02
11/7/2024,3:00,Sialkot,169.73
11/7/2024,3:00,Toba Tek Singh,182.265
11/7/2024,3:00,Vehari,184.26
11/7/2024,4:00,Attock,194.63
11/7/2024,4:00,Bahawalnagar,162.385
11/7/2024,4:00,Bahawalpur,125.775
11/7/2024,4:00,Bhakkar,195.66
11/7/2024,4:00,Chakwal,170.655
11/7/2024,4:00,Chiniot,241.26
11/7/2024,4:00,Dera Ghazi Khan,151.92
11/7/2024,4:00,Faisalabad,243.88
11/7/2024,4:00,Gujranwala,189.53
11/7/2024,4:00,Gujrat,161.79
11/7/2024,4:00,Hafizabad,255.82
11/7/2024,4:00,Jhang,201.74
11/7/2024,4:00,Jhelum,176.32
11/7/2024,4:00,Kasur,198.9
11/7/2024,4:00,Khanewal,166.44
11/7/2024,4:00,Khushab,240.86
11/7/2024,4:00,Lahore,283.72
11/7/2024,4:00,Layyah,203.775
11/7/2024,4:00,Lodhran,171.255
11/7/2024,4:00,Mandi Bahuddin,228.715
11/7/2024,4:00,Mianwali,176.53
11/7/2024,4:00,Multan,190.48
11/7/2024,4:00,Muzaffargarh,197.775
11/7/2024,4:00,Nankana Sahib,203.0
11/7/2024,4:00,Narowal,146.05
11/7/2024,4:00,Okara,182.765
11/7/2024,4:00,Pakpattan,174.23
11/7/2024,4:00,Rahim Yar Khan,144.035
11/7/2024,4:00,Rajanpur,130.355
11/7/2024,4:00,Rawalpindi,323.515
11/7/2024,4:00,Sahiwal,175.535
11/7/2024,4:00,Sargodha,254.8
11/7/2024,4:00,Sheikhupura,366.625
11/7/2024,4:00,Sialkot,165.555
11/7/2024,4:00,Toba Tek Singh,174.085
11/7/2024,4:00,Vehari,163.955
11/7/2024,5:00,Attock,172.565
11/7/2024,5:00,Bahawalnagar,155.77
11/7/2024,5:00,Bahawalpur,121.51
11/7/2024,5:00,Bhakkar,187.42
11/7/2024,5:00,Chakwal,166.245
11/7/2024,5:00,Chiniot,221.075
11/7/2024,5:00,Dera Ghazi Khan,152.255
11/7/2024,5:00,Faisalabad,211.73
11/7/2024,5:00,Gujranwala,192.65
11/7/2024,5:00,Gujrat,168.275
11/7/2024,5:00,Hafizabad,262.205
11/7/2024,5:00,Jhang,188.18
11/7/2024,5:00,Jhelum,160.805
11/7/2024,5:00,Kasur,184.025
11/7/2024,5:00,Khanewal,152.62
11/7/2024,5:00,Khushab,221.66
11/7/2024,5:00,Lahore,235.91
11/7/2024,5:00,Layyah,182.355
11/7/2024,5:00,Lodhran,140.355
11/7/2024,5:00,Mandi Bahuddin,212.18
11/7/2024,5:00,Mianwali,179.805
11/7/2024,5:00,Multan,170.505
11/7/2024,5:00,Muzaffargarh,179.505
11/7/2024,5:00,Nankana Sahib,188.525
11/7/2024,5:00,Narowal,141.145
11/7/2024,5:00,Okara,172.46
11/7/2024,5:00,Pakpattan,161.73
11/7/2024,5:00,Rahim Yar Khan,123.33
11/7/2024,5:00,Rajanpur,133.61
11/7/2024,5:00,Rawalpindi,229.505
11/7/2024,5:00,Sahiwal,167.96
11/7/2024,5:00,Sargodha,229.695
11/7/2024,5:00,Sheikhupura,295.505
11/7/2024,5:00,Sialkot,166.27
11/7/2024,5:00,Toba Tek Singh,160.625
11/7/2024,5:00,Vehari,144.44
11/7/2024,6:00,Attock,160.415
11/7/2024,6:00,Bahawalnagar,147.86
11/7/2024,6:00,Bahawalpur,109.46
11/7/2024,6:00,Bhakkar,178.93
11/7/2024,6:00,Chakwal,164.895
11/7/2024,6:00,Chiniot,206.22
11/7/2024,6:00,Dera Ghazi Khan,158.78
11/7/2024,6:00,Faisalabad,182.285
11/7/2024,6:00,Gujranwala,201.805
11/7/2024,6:00,Gujrat,173.59
11/7/2024,6:00,Hafizabad,259.505
11/7/2024,6:00,Jhang,171.03
11/7/2024,6:00,Jhelum,165.66
11/7/2024,6:00,Kasur,176.385
11/7/2024,6:00,Khanewal,137.19
11/7/2024,6:00,Khushab,199.69
11/7/2024,6:00,Lahore,202.495
11/7/2024,6:00,Layyah,167.24
11/7/2024,6:00,Lodhran,115.63
11/7/2024,6:00,Mandi Bahuddin,200.015
11/7/2024,6:00,Mianwali,174.33
11/7/2024,6:00,Multan,148.705
11/7/2024,6:00,Muzaffargarh,164.85
11/7/2024,6:00,Nankana Sahib,175.235
11/7/2024,6:00,Narowal,149.695
11/7/2024,6:00,Okara,162.75
11/7/2024,6:00,Pakpattan,145.81
11/7/2024,6:00,Rahim Yar Khan,130.25
11/7/2024,6:00,Rajanpur,137.705
11/7/2024,6:00,Rawalpindi,172.18
11/7/2024,6:00,Sahiwal,154.9
11/7/2024,6:00,Sargodha,206.705
11/7/2024,6:00,Sheikhupura,244.905
11/7/2024,6:00,Sialkot,167.035
11/7/2024,6:00,Toba Tek Singh,144.67
11/7/2024,6:00,Vehari,124.06
11/7/2024,7:00,Attock,160.145
11/7/2024,7:00,Bahawalnagar,136.515
11/7/2024,7:00,Bahawalpur,96.26
11/7/2024,7:00,Bhakkar,167.035
11/7/2024,7:00,Chakwal,170.1
11/7/2024,7:00,Chiniot,194.91
11/7/2024,7:00,Dera Ghazi Khan,152.985
11/7/2024,7:00,Faisalabad,163.43
11/7/2024,7:00,Gujranwala,206.01
11/7/2024,7:00,Gujrat,176.545
11/7/2024,7:00,Hafizabad,238.92
11/7/2024,7:00,Jhang,157.94
11/7/2024,7:00,Jhelum,172.015
11/7/2024,7:00,Kasur,170.895
11/7/2024,7:00,Khanewal,121.91
11/7/2024,7:00,Khushab,186.88
11/7/2024,7:00,Lahore,183.615
11/7/2024,7:00,Layyah,152.125
11/7/2024,7:00,Lodhran,103.065
11/7/2024,7:00,Mandi Bahuddin,196.71
11/7/2024,7:00,Mianwali,165.25
11/7/2024,7:00,Multan,131.28
11/7/2024,7:00,Muzaffargarh,155.785
11/7/2024,7:00,Nankana Sahib,168.895
11/7/2024,7:00,Narowal,157.945
11/7/2024,7:00,Okara,155.43
11/7/2024,7:00,Pakpattan,130.435
11/7/2024,7:00,Rahim Yar Khan,119.675
11/7/2024,7:00,Rajanpur,137.45
11/7/2024,7:00,Rawalpindi,159.62
11/7/2024,7:00,Sahiwal,141.325
11/7/2024,7:00,Sargodha,195.525
11/7/2024,7:00,Sheikhupura,216.22
11/7/2024,7:00,Sialkot,176.535
11/7/2024,7:00,Toba Tek Singh,132.13
11/7/2024,7:00,Vehari,107.525
11/7/2024,8:00,Attock,159.27
11/7/2024,8:00,Bahawalnagar,127.46
11/7/2024,8:00,Bahawalpur,93.855
11/7/2024,8:00,Bhakkar,152.645
11/7/2024,8:00,Chakwal,169.035
11/7/2024,8:00,Chiniot,188.015
11/7/2024,8:00,Dera Ghazi Khan,152.175
11/7/2024,8:00,Faisalabad,155.885
11/7/2024,8:00,Gujranwala,203.65
11/7/2024,8:00,Gujrat,177.64
11/7/2024,8:00,Hafizabad,210.9
11/7/2024,8:00,Jhang,145.985
11/7/2024,8:00,Jhelum,176.34
11/7/2024,8:00,Kasur,163.765
11/7/2024,8:00,Khanewal,111.665
11/7/2024,8:00,Khushab,179.42
11/7/2024,8:00,Lahore,171.945
11/7/2024,8:00,Layyah,137.01
11/7/2024,8:00,Lodhran,93.45
11/7/2024,8:00,Mandi Bahuddin,196.18
11/7/2024,8:00,Mianwali,156.405
11/7/2024,8:00,Multan,116.775
11/7/2024,8:00,Muzaffargarh,145.95
11/7/2024,8:00,Nankana Sahib,164.565
11/7/2024,8:00,Narowal,160.93
11/7/2024,8:00,Okara,148.055
11/7/2024,8:00,Pakpattan,119.825
11/7/2024,8:00,Rahim Yar Khan,100.195
11/7/2024,8:00,Rajanpur,132.42
11/7/2024,8:00,Rawalpindi,152.28
11/7/2024,8:00,Sahiwal,129.405
11/7/2024,8:00,Sargodha,190.145
11/7/2024,8:00,Sheikhupura,197.1
11/7/2024,8:00,Sialkot,179.58
11/7/2024,8:00,Toba Tek Singh,124.12
11/7/2024,8:00,Vehari,95.995
11/7/2024,9:00,Attock,154.04
11/7/2024,9:00,Bahawalnagar,120.86
11/7/2024,9:00,Bahawalpur,93.875
11/7/2024,9:00,Bhakkar,143.805
11/7/2024,9:00,Chakwal,167.05
11/7/2024,9:00,Chiniot,183.57
11/7/2024,9:00,Dera Ghazi Khan,158.565
11/7/2024,9:00,Faisalabad,152.25
11/7/2024,9:00,Gujranwala,200.115
11/7/2024,9:00,Gujrat,178.03
11/7/2024,9:00,Hafizabad,204.07
11/7/2024,9:00,Jhang,137.5
11/7/2024,9:00,Jhelum,177.71
11/7/2024,9:00,Kasur,159.8
11/7/2024,9:00,Khanewal,105.34
11/7/2024,9:00,Khushab,173.51
11/7/2024,9:00,Lahore,186.485
11/7/2024,9:00,Layyah,132.875
11/7/2024,9:00,Lodhran,87.635
11/7/2024,9:00,Mandi Bahuddin,196.755
11/7/2024,9:00,Mianwali,150.135
11/7/2024,9:00,Multan,109.5
11/7/2024,9:00,Muzaffargarh,138.57
11/7/2024,9:00,Nankana Sahib,162.4
11/7/2024,9:00,Narowal,163.205
11/7/2024,9:00,Okara,142.455
11/7/2024,9:00,Pakpattan,113.91
11/7/2024,9:00,Rahim Yar Khan,85.705
11/7/2024,9:00,Rajanpur,126.87
11/7/2024,9:00,Rawalpindi,155.085
11/7/2024,9:00,Sahiwal,121.415
11/7/2024,9:00,Sargodha,187.65
11/7/2024,9:00,Sheikhupura,189.985
11/7/2024,9:00,Sialkot,180.24
11/7/2024,9:00,Toba Tek Singh,120.965
11/7/2024,9:00,Vehari,90.645
11/8/2024,0:00,Attock,249.82
11/8/2024,0:00,Bahawalnagar,152.83
11/8/2024,0:00,Bahawalpur,201.27
11/8/2024,0:00,Bhakkar,191.435
11/8/2024,0:00,Chakwal,188.0
11/8/2024,0:00,Chiniot,245.36
11/8/2024,0:00,Dera Ghazi Khan,140.66
11/8/2024,0:00,Faisalabad,286.16
11/8/2024,0:00,Gujranwala,217.6
11/8/2024,0:00,Gujrat,153.365
11/8/2024,0:00,Hafizabad,222.1
11/8/2024,0:00,Jhang,204.185
11/8/2024,0:00,Jhelum,171.78
11/8/2024,0:00,Kasur,171.035
11/8/2024,0:00,Khanewal,170.93
11/8/2024,0:00,Khushab,216.775
11/8/2024,0:00,Lahore,199.55
11/8/2024,0:00,Layyah,164.82
11/8/2024,0:00,Lodhran,249.39
11/8/2024,0:00,Mandi Bahuddin,226.525
11/8/2024,0:00,Mianwali,170.875
11/8/2024,0:00,Multan,192.62
11/8/2024,0:00,Muzaffargarh,176.88
11/8/2024,0:00,Nankana Sahib,174.835
11/8/2024,0:00,Narowal,200.45
11/8/2024,0:00,Okara,179.215
11/8/2024,0:00,Pakpattan,153.05
11/8/2024,0:00,Rahim Yar Khan,181.975
11/8/2024,0:00,Rajanpur,172.42
11/8/2024,0:00,Rawalpindi,165.19
11/8/2024,0:00,Sahiwal,163.835
11/8/2024,0:00,Sargodha,218.475
11/8/2024,0:00,Sheikhupura,198.45
11/8/2024,0:00,Sialkot,214.38
11/8/2024,0:00,Toba Tek Singh,159.265
11/8/2024,0:00,Vehari,195.63
11/8/2024,10:00,Attock,173.75
11/8/2024,10:00,Bahawalnagar,116.69
11/8/2024,10:00,Bahawalpur,130.635
11/8/2024,10:00,Bhakkar,157.415
11/8/2024,10:00,Chakwal,166.8
11/8/2024,10:00,Chiniot,178.23
11/8/2024,10:00,Dera Ghazi Khan,161.975
11/8/2024,10:00,Faisalabad,172.155
11/8/2024,10:00,Gujranwala,190.215
11/8/2024,10:00,Gujrat,167.41
11/8/2024,10:00,Hafizabad,189.43
11/8/2024,10:00,Jhang,148.535
11/8/2024,10:00,Jhelum,171.055
11/8/2024,10:00,Kasur,170.005
11/8/2024,10:00,Khanewal,121.495
11/8/2024,10:00,Khushab,166.665
11/8/2024,10:00,Lahore,251.985
11/8/2024,10:00,Layyah,146.5
11/8/2024,10:00,Lodhran,134.36
11/8/2024,10:00,Mandi Bahuddin,192.705
11/8/2024,10:00,Mianwali,165.915
11/8/2024,10:00,Multan,137.15
11/8/2024,10:00,Muzaffargarh,142.17
11/8/2024,10:00,Nankana Sahib,165.29
11/8/2024,10:00,Narowal,172.995
11/8/2024,10:00,Okara,141.9
11/8/2024,10:00,Pakpattan,119.93
11/8/2024,10:00,Rahim Yar Khan,118.665
11/8/2024,10:00,Rajanpur,147.915
11/8/2024,10:00,Rawalpindi,232.175
11/8/2024,10:00,Sahiwal,124.225
11/8/2024,10:00,Sargodha,190.715
11/8/2024,10:00,Sheikhupura,237.785
11/8/2024,10:00,Sialkot,185.78
11/8/2024,10:00,Toba Tek Singh,126.395
11/8/2024,10:00,Vehari,124.935
11/8/2024,11:00,Attock,196.89
11/8/2024,11:00,Bahawalnagar,115.425
11/8/2024,11:00,Bahawalpur,133.38
11/8/2024,11:00,Bhakkar,154.415
11/8/2024,11:00,Chakwal,168.785
11/8/2024,11:00,Chiniot,188.57
11/8/2024,11:00,Dera Ghazi Khan,157.725
11/8/2024,11:00,Faisalabad,192.225
11/8/2024,11:00,Gujranwala,195.31
11/8/2024,11:00,Gujrat,171.185
11/8/2024,11:00,Hafizabad,200.25
11/8/2024,11:00,Jhang,148.815
11/8/2024,11:00,Jhelum,177.305
11/8/2024,11:00,Kasur,177.275
11/8/2024,11:00,Khanewal,124.04
11/8/2024,11:00,Khushab,165.47
11/8/2024,11:00,Lahore,336.13
11/8/2024,11:00,Layyah,148.365
11/8/2024,11:00,Lodhran,134.965
11/8/2024,11:00,Mandi Bahuddin,194.25
11/8/2024,11:00,Mianwali,161.76
11/8/2024,11:00,Multan,137.52
11/8/2024,11:00,Muzaffargarh,141.86
11/8/2024,11:00,Nankana Sahib,170.12
11/8/2024,11:00,Narowal,182.065
11/8/2024,11:00,Okara,143.525
11/8/2024,11:00,Pakpattan,129.59
11/8/2024,11:00,Rahim Yar Khan,119.27
11/8/2024,11:00,Rajanpur,146.515
11/8/2024,11:00,Rawalpindi,318.56
11/8/2024,11:00,Sahiwal,124.005
11/8/2024,11:00,Sargodha,196.325
11/8/2024,11:00,Sheikhupura,293.23
11/8/2024,11:00,Sialkot,196.765
11/8/2024,11:00,Toba Tek Singh,130.205
11/8/2024,11:00,Vehari,118.985
11/8/2024,12:00,Attock,225.135
11/8/2024,12:00,Bahawalnagar,120.035
11/8/2024,12:00,Bahawalpur,139.75
11/8/2024,12:00,Bhakkar,153.68
11/8/2024,12:00,Chakwal,171.53
11/8/2024,12:00,Chiniot,210.905
11/8/2024,12:00,Dera Ghazi Khan,159.645
11/8/2024,12:00,Faisalabad,215.11
11/8/2024,12:00,Gujranwala,203.4
11/8/2024,12:00,Gujrat,178.48
11/8/2024,12:00,Hafizabad,215.395
11/8/2024,12:00,Jhang,157.19
11/8/2024,12:00,Jhelum,186.71
11/8/2024,12:00,Kasur,193.905
11/8/2024,12:00,Khanewal,137.21
11/8/2024,12:00,Khushab,163.93
11/8/2024,12:00,Lahore,440.74
11/8/2024,12:00,Layyah,152.075
11/8/2024,12:00,Lodhran,141.46
11/8/2024,12:00,Mandi Bahuddin,202.79
11/8/2024,12:00,Mianwali,160.705
11/8/2024,12:00,Multan,146.29
11/8/2024,12:00,Muzaffargarh,142.78
11/8/2024,12:00,Nankana Sahib,180.58
11/8/2024,12:00,Narowal,197.025
11/8/2024,12:00,Okara,148.825
11/8/2024,12:00,Pakpattan,141.05
11/8/2024,12:00,Rahim Yar Khan,125.605
11/8/2024,12:00,Rajanpur,152.795
11/8/2024,12:00,Rawalpindi,408.955
11/8/2024,12:00,Sahiwal,128.95
11/8/2024,12:00,Sargodha,203.88
11/8/2024,12:00,Sheikhupura,355.94
11/8/2024,12:00,Sialkot,214.725
11/8/2024,12:00,Toba Tek Singh,134.28
11/8/2024,12:00,Vehari,127.995
11/8/2024,13:00,Attock,269.285
11/8/2024,13:00,Bahawalnagar,127.565
11/8/2024,13:00,Bahawalpur,161.485
11/8/2024,13:00,Bhakkar,153.61
11/8/2024,13:00,Chakwal,180.865
11/8/2024,13:00,Chiniot,234.65
11/8/2024,13:00,Dera Ghazi Khan,179.19
11/8/2024,13:00,Faisalabad,240.855
11/8/2024,13:00,Gujranwala,218.885
11/8/2024,13:00,Gujrat,194.77
11/8/2024,13:00,Hafizabad,253.895
11/8/2024,13:00,Jhang,172.46
11/8/2024,13:00,Jhelum,198.38
11/8/2024,13:00,Kasur,215.53
11/8/2024,13:00,Khanewal,165.955
11/8/2024,13:00,Khushab,168.615
11/8/2024,13:00,Lahore,575.7
11/8/2024,13:00,Layyah,163.525
11/8/2024,13:00,Lodhran,159.725
11/8/2024,13:00,Mandi Bahuddin,219.74
11/8/2024,13:00,Mianwali,175.995
11/8/2024,13:00,Multan,172.945
11/8/2024,13:00,Muzaffargarh,173.275
11/8/2024,13:00,Nankana Sahib,192.165
11/8/2024,13:00,Narowal,221.95
11/8/2024,13:00,Okara,155.27
11/8/2024,13:00,Pakpattan,148.11
11/8/2024,13:00,Rahim Yar Khan,141.205
11/8/2024,13:00,Rajanpur,171.45
11/8/2024,13:00,Rawalpindi,513.455
11/8/2024,13:00,Sahiwal,144.43
11/8/2024,13:00,Sargodha,221.355
11/8/2024,13:00,Sheikhupura,419.4
11/8/2024,13:00,Sialkot,243.6
11/8/2024,13:00,Toba Tek Singh,139.095
11/8/2024,13:00,Vehari,155.65
11/8/2024,14:00,Attock,318.07
11/8/2024,14:00,Bahawalnagar,141.355
11/8/2024,14:00,Bahawalpur,198.445
11/8/2024,14:00,Bhakkar,162.585
11/8/2024,14:00,Chakwal,192.92
11/8/2024,14:00,Chiniot,254.195
11/8/2024,14:00,Dera Ghazi Khan,204.8
11/8/2024,14:00,Faisalabad,264.265
11/8/2024,14:00,Gujranwala,236.44
11/8/2024,14:00,Gujrat,214.795
11/8/2024,14:00,Hafizabad,298.375
11/8/2024,14:00,Jhang,185.29
11/8/2024,14:00,Jhelum,209.4
11/8/2024,14:00,Kasur,234.75
11/8/2024,14:00,Khanewal,202.375
11/8/2024,14:00,Khushab,177.875
11/8/2024,14:00,Lahore,720.39
11/8/2024,14:00,Layyah,178.33
11/8/2024,14:00,Lodhran,189.275
11/8/2024,14:00,Mandi Bahuddin,240.965
11/8/2024,14:00,Mianwali,196.25
11/8/2024,14:00,Multan,209.595
11/8/2024,14:00,Muzaffargarh,214.775
11/8/2024,14:00,Nankana Sahib,204.355
11/8/2024,14:00,Narowal,249.915
11/8/2024,14:00,Okara,159.845
11/8/2024,14:00,Pakpattan,151.895
11/8/2024,14:00,Rahim Yar Khan,162.745
11/8/2024,14:00,Rajanpur,194.94
11/8/2024,14:00,Rawalpindi,619.35
11/8/2024,14:00,Sahiwal,165.875
11/8/2024,14:00,Sargodha,248.635
11/8/2024,14:00,Sheikhupura,479.09
11/8/2024,14:00,Sialkot,281.835
11/8/2024,14:00,Toba Tek Singh,143.98
11/8/2024,14:00,Vehari,194.975
11/8/2024,15:00,Attock,346.175
11/8/2024,15:00,Bahawalnagar,160.24
11/8/2024,15:00,Bahawalpur,227.335
11/8/2024,15:00,Bhakkar,172.245
11/8/2024,15:00,Chakwal,201.07
11/8/2024,15:00,Chiniot,277.355
11/8/2024,15:00,Dera Ghazi Khan,214.59
11/8/2024,15:00,Faisalabad,274.505
11/8/2024,15:00,Gujranwala,251.16
11/8/2024,15:00,Gujrat,227.05
11/8/2024,15:00,Hafizabad,323.255
11/8/2024,15:00,Jhang,204.03
11/8/2024,15:00,Jhelum,218.09
11/8/2024,15:00,Kasur,242.43
11/8/2024,15:00,Khanewal,233.8
11/8/2024,15:00,Khushab,187.665
11/8/2024,15:00,Lahore,823.425
11/8/2024,15:00,Layyah,190.225
11/8/2024,15:00,Lodhran,216.22
11/8/2024,15:00,Mandi Bahuddin,259.775
11/8/2024,15:00,Mianwali,209.405
11/8/2024,15:00,Multan,233.815
11/8/2024,15:00,Muzaffargarh,240.485
11/8/2024,15:00,Nankana Sahib,225.225
11/8/2024,15:00,Narowal,268.81
11/8/2024,15:00,Okara,166.165
11/8/2024,15:00,Pakpattan,157.755
11/8/2024,15:00,Rahim Yar Khan,175.4
11/8/2024,15:00,Rajanpur,209.75
11/8/2024,15:00,Rawalpindi,667.435
11/8/2024,15:00,Sahiwal,181.285
11/8/2024,15:00,Sargodha,271.82
11/8/2024,15:00,Sheikhupura,504.145
11/8/2024,15:00,Sialkot,310.905
11/8/2024,15:00,Toba Tek Singh,149.005
11/8/2024,15:00,Vehari,229.52
11/8/2024,16:00,Attock,337.44
11/8/2024,16:00,Bahawalnagar,170.025
11/8/2024,16:00,Bahawalpur,240.07
11/8/2024,16:00,Bhakkar,178.045
11/8/2024,16:00,Chakwal,204.525
11/8/2024,16:00,Chiniot,300.865
11/8/2024,16:00,Dera Ghazi Khan,217.15
11/8/2024,16:00,Faisalabad,271.03
11/8/2024,16:00,Gujranwala,260.625
11/8/2024,16:00,Gujrat,223.53
11/8/2024,16:00,Hafizabad,317.565
11/8/2024,16:00,Jhang,214.765
11/8/2024,16:00,Jhelum,226.85
11/8/2024,16:00,Kasur,233.66
11/8/2024,16:00,Khanewal,255.37
11/8/2024,16:00,Khushab,196.42
11/8/2024,16:00,Lahore,787.475
11/8/2024,16:00,Layyah,196.5
11/8/2024,16:00,Lodhran,237.9
11/8/2024,16:00,Mandi Bahuddin,274.55
11/8/2024,16:00,Mianwali,207.745
11/8/2024,16:00,Multan,249.405
11/8/2024,16:00,Muzaffargarh,234.92
11/8/2024,16:00,Nankana Sahib,270.175
11/8/2024,16:00,Narowal,272.27
11/8/2024,16:00,Okara,176.39
11/8/2024,16:00,Pakpattan,158.22
11/8/2024,16:00,Rahim Yar Khan,180.205
11/8/2024,16:00,Rajanpur,206.985
11/8/2024,16:00,Rawalpindi,615.275
11/8/2024,16:00,Sahiwal,182.945
11/8/2024,16:00,Sargodha,286.46
11/8/2024,16:00,Sheikhupura,470.53
11/8/2024,16:00,Sialkot,323.17
11/8/2024,16:00,Toba Tek Singh,154.865
11/8/2024,16:00,Vehari,254.36
11/8/2024,17:00,Attock,305.535
11/8/2024,17:00,Bahawalnagar,173.375
11/8/2024,17:00,Bahawalpur,253.16
11/8/2024,17:00,Bhakkar,184.855
11/8/2024,17:00,Chakwal,207.645
11/8/2024,17:00,Chiniot,323.455
11/8/2024,17:00,Dera Ghazi Khan,231.94
11/8/2024,17:00,Faisalabad,260.27
11/8/2024,17:00,Gujranwala,270.07
11/8/2024,17:00,Gujrat,214.485
11/8/2024,17:00,Hafizabad,296.055
11/8/2024,17:00,Jhang,220.15
11/8/2024,17:00,Jhelum,234.975
11/8/2024,17:00,Kasur,219.04
11/8/2024,17:00,Khanewal,270.925
11/8/2024,17:00,Khushab,215.53
11/8/2024,17:00,Lahore,671.455
11/8/2024,17:00,Layyah,199.055
11/8/2024,17:00,Lodhran,265.555
11/8/2024,17:00,Mandi Bahuddin,287.125
11/8/2024,17:00,Mianwali,197.485
11/8/2024,17:00,Multan,257.205
11/8/2024,17:00,Muzaffargarh,210.95
11/8/2024,17:00,Nankana Sahib,327.755
11/8/2024,17:00,Narowal,265.475
11/8/2024,17:00,Okara,187.745
11/8/2024,17:00,Pakpattan,154.625
11/8/2024,17:00,Rahim Yar Khan,184.04
11/8/2024,17:00,Rajanpur,195.885
11/8/2024,17:00,Rawalpindi,502.48
11/8/2024,17:00,Sahiwal,175.425
11/8/2024,17:00,Sargodha,298.045
11/8/2024,17:00,Sheikhupura,408.565
11/8/2024,17:00,Sialkot,323.07
11/8/2024,17:00,Toba Tek Singh,166.05
11/8/2024,17:00,Vehari,275.225
11/8/2024,18:00,Attock,295.575
11/8/2024,18:00,Bahawalnagar,170.92
11/8/2024,18:00,Bahawalpur,264.995
11/8/2024,18:00,Bhakkar,191.575
11/8/2024,18:00,Chakwal,209.315
11/8/2024,18:00,Chiniot,336.34
11/8/2024,18:00,Dera Ghazi Khan,235.375
11/8/2024,18:00,Faisalabad,249.04
11/8/2024,18:00,Gujranwala,276.47
11/8/2024,18:00,Gujrat,204.15
11/8/2024,18:00,Hafizabad,275.34
11/8/2024,18:00,Jhang,220.695
11/8/2024,18:00,Jhelum,237.455
11/8/2024,18:00,Kasur,229.11
11/8/2024,18:00,Khanewal,274.645
11/8/2024,18:00,Khushab,228.8
11/8/2024,18:00,Lahore,566.68
11/8/2024,18:00,Layyah,198.66
11/8/2024,18:00,Lodhran,276.76
11/8/2024,18:00,Mandi Bahuddin,293.5
11/8/2024,18:00,Mianwali,193.01
11/8/2024,18:00,Multan,257.93
11/8/2024,18:00,Muzaffargarh,208.87
11/8/2024,18:00,Nankana Sahib,367.22
11/8/2024,18:00,Narowal,254.34
11/8/2024,18:00,Okara,192.855
11/8/2024,18:00,Pakpattan,153.48
11/8/2024,18:00,Rahim Yar Khan,182.575
11/8/2024,18:00,Rajanpur,189.48
11/8/2024,18:00,Rawalpindi,398.045
11/8/2024,18:00,Sahiwal,164.7
11/8/2024,18:00,Sargodha,315.425
11/8/2024,18:00,Sheikhupura,400.035
11/8/2024,18:00,Sialkot,312.485
11/8/2024,18:00,Toba Tek Singh,173.995
11/8/2024,18:00,Vehari,286.12
11/8/2024,19:00,Attock,270.54
11/8/2024,19:00,Bahawalnagar,165.41
11/8/2024,19:00,Bahawalpur,252.355
11/8/2024,19:00,Bhakkar,190.035
11/8/2024,19:00,Chakwal,210.38
11/8/2024,19:00,Chiniot,339.415
11/8/2024,19:00,Dera Ghazi Khan,237.02
11/8/2024,19:00,Faisalabad,256.34
11/8/2024,19:00,Gujranwala,267.61
11/8/2024,19:00,Gujrat,190.98
11/8/2024,19:00,Hafizabad,265.115
11/8/2024,19:00,Jhang,217.075
11/8/2024,19:00,Jhelum,232.23
11/8/2024,19:00,Kasur,245.74
11/8/2024,19:00,Khanewal,261.52
11/8/2024,19:00,Khushab,228.045
11/8/2024,19:00,Lahore,461.47
11/8/2024,19:00,Layyah,193.08
11/8/2024,19:00,Lodhran,263.375
11/8/2024,19:00,Mandi Bahuddin,291.54
11/8/2024,19:00,Mianwali,185.775
11/8/2024,19:00,Multan,241.145
11/8/2024,19:00,Muzaffargarh,218.12
11/8/2024,19:00,Nankana Sahib,376.62
11/8/2024,19:00,Narowal,241.875
11/8/2024,19:00,Okara,188.175
11/8/2024,19:00,Pakpattan,153.6
11/8/2024,19:00,Rahim Yar Khan,173.095
11/8/2024,19:00,Rajanpur,197.575
11/8/2024,19:00,Rawalpindi,323.92
11/8/2024,19:00,Sahiwal,167.165
11/8/2024,19:00,Sargodha,323.32
11/8/2024,19:00,Sheikhupura,348.545
11/8/2024,19:00,Sialkot,293.535
11/8/2024,19:00,Toba Tek Singh,176.16
11/8/2024,19:00,Vehari,282.845
11/8/2024,1:00,Attock,244.335
11/8/2024,1:00,Bahawalnagar,158.355
11/8/2024,1:00,Bahawalpur,199.21
11/8/2024,1:00,Bhakkar,191.29
11/8/2024,1:00,Chakwal,204.84
11/8/2024,1:00,Chiniot,257.855
11/8/2024,1:00,Dera Ghazi Khan,144.93
11/8/2024,1:00,Faisalabad,299.255
11/8/2024,1:00,Gujranwala,221.73
11/8/2024,1:00,Gujrat,157.44
11/8/2024,1:00,Hafizabad,222.24
11/8/2024,1:00,Jhang,212.215
11/8/2024,1:00,Jhelum,167.085
11/8/2024,1:00,Kasur,173.98
11/8/2024,1:00,Khanewal,168.655
11/8/2024,1:00,Khushab,218.34
11/8/2024,1:00,Lahore,237.59
11/8/2024,1:00,Layyah,167.05
11/8/2024,1:00,Lodhran,225.305
