Date,Date,Final_aqi
45089,6/12/2023,82.39333333
45090,6/13/2023,65.22020833
45091,6/14/2023,66.585625
45092,6/15/2023,89.48479167
45093,6/16/2023,108.855
45094,6/17/2023,112.9652083
45095,6/18/2023,77.41770833
45096,6/19/2023,89.10875
45097,6/20/2023,80.06291667
45098,6/21/2023,68.041875
45099,6/22/2023,73.605625
45100,6/23/2023,74.67895833
45101,6/24/2023,85.34104167
45102,6/25/2023,71.05229167
45103,6/26/2023,87.088125
45104,6/27/2023,100.9770833
45105,6/28/2023,117.2014583
45106,6/29/2023,120.56625
45107,6/30/2023,109.3641667
45108,7/1/2023,136.9185417
45109,7/2/2023,123.4239583
45110,7/3/2023,107.1379167
45111,7/4/2023,112.6220833
45112,7/5/2023,118.5697917
45113,7/6/2023,122.7802083
45114,7/7/2023,121.3233333
45115,7/8/2023,70.57666667
45116,7/9/2023,74.28395833
45117,7/10/2023,82.06083333
45118,7/11/2023,107.1916667
45119,7/12/2023,92.98479167
45120,7/13/2023,107.60125
45121,7/14/2023,101.3741667
45122,7/15/2023,105.5933333
45123,7/16/2023,121.1477083
45124,7/17/2023,121.4104167
45125,7/18/2023,92.45833333
45126,7/19/2023,87.00583333
45127,7/20/2023,151.5002083
45128,7/21/2023,120.1177083
45129,7/22/2023,92.90770833
45130,7/23/2023,125.1164583
45131,7/24/2023,128.4745833
45132,7/25/2023,119.4695833
45133,7/26/2023,85.22854167
45134,7/27/2023,83.60541667
45135,7/28/2023,79.03583333
45136,7/29/2023,87.21375
45137,7/30/2023,98.27833333
45138,7/31/2023,103.1827083
45139,8/1/2023,111.5283333
45140,8/2/2023,138.045625
45141,8/3/2023,160.8035417
45142,8/4/2023,148.2108333
45143,8/5/2023,157.9804167
45144,8/6/2023,142.0183333
45145,8/7/2023,188.0752083
45146,8/8/2023,179.406875
45147,8/9/2023,177.3829167
45148,8/10/2023,152.59875
45149,8/11/2023,142.2639583
45150,8/12/2023,117.2704167
45151,8/13/2023,130.2872917
45152,8/14/2023,128.90125
45153,8/15/2023,168.5297917
45154,8/16/2023,133.6364583
45155,8/17/2023,147.9997917
45156,8/18/2023,163.8095833
45157,8/19/2023,118.9833333
45158,8/20/2023,133.8185417
45159,8/21/2023,110.156875
45160,8/22/2023,77.94666667
45161,8/23/2023,124.8195833
45162,8/24/2023,120.1654167
45163,8/25/2023,146.5535417
45164,8/26/2023,147.8020833
45165,8/27/2023,138.760625
45166,8/28/2023,118.7260417
45167,8/29/2023,190.473125
45168,8/30/2023,153.420625
45169,8/31/2023,116.326875
45170,9/1/2023,97.43541667
45171,9/2/2023,102.495625
45172,9/3/2023,94.85666667
45173,9/4/2023,111.1608333
45174,9/5/2023,174.6452083
45175,9/6/2023,149.0566667
45176,9/7/2023,127.4297917
45177,9/8/2023,113.8839583
45178,9/9/2023,106.4122917
45179,9/10/2023,92.89395833
45180,9/11/2023,103.21875
45181,9/12/2023,98.74125
45182,9/13/2023,108.450625
45183,9/14/2023,103.303125
45184,9/15/2023,102.579375
45185,9/16/2023,111.550625
45186,9/17/2023,72.62479167
45187,9/18/2023,62.12604167
45188,9/19/2023,85.195625
45189,9/20/2023,107.3685417
45190,9/21/2023,75.59125
45191,9/22/2023,83.773125
45192,9/23/2023,89.13708333
45193,9/24/2023,88.17729167
45194,9/25/2023,133.6645833
45195,9/26/2023,164.3202083
45196,9/27/2023,171.9320833
45197,9/28/2023,129.7120833
45198,9/29/2023,100.2935417
45199,9/30/2023,158.8135417
45200,10/1/2023,137.57625
45201,10/2/2023,166.7595833
45202,10/3/2023,161.96125
45203,10/4/2023,204.226875
45204,10/5/2023,166.4564583
45205,10/6/2023,131.1335417
45206,10/7/2023,177.9620833
45207,10/8/2023,178.01875
45208,10/9/2023,120.243125
45209,10/10/2023,143.2747917
45210,10/11/2023,152.3052083
45211,10/12/2023,126.5764583
45212,10/13/2023,117.380625
45213,10/14/2023,84.16708333
45214,10/15/2023,94.12208333
45215,10/16/2023,91.40604167
45216,10/17/2023,91.12
45217,10/18/2023,146.998125
45218,10/19/2023,172.479375
45219,10/20/2023,183.5045833
45220,10/21/2023,129.4958333
45221,10/22/2023,163.1614583
45222,10/23/2023,198.68625
45223,10/24/2023,183.46375
45224,10/25/2023,186.2997917
45225,10/26/2023,165.4839583
45226,10/27/2023,151.7497917
45227,10/28/2023,195.5064583
45228,10/29/2023,209.298125
45229,10/30/2023,217.1622917
45230,10/31/2023,220.1004167
45231,11/1/2023,205.790625
45232,11/2/2023,269.8664583
45233,11/3/2023,245.5466667
45234,11/4/2023,228.8477083
45235,11/5/2023,222.7635417
45236,11/6/2023,194.1058333
45237,11/7/2023,251.8077083
45238,11/8/2023,304.1452083
45239,11/9/2023,145.3297917
45240,11/10/2023,127.60875
45241,11/11/2023,188.58375
45242,11/12/2023,178.3091667
45243,11/13/2023,227.0122917
45244,11/14/2023,182.5402083
45245,11/15/2023,184.666875
45246,11/16/2023,248.9952083
45247,11/17/2023,199.135625
45248,11/18/2023,232.361875
45249,11/19/2023,274.4783333
45250,11/20/2023,265.884375
45251,11/21/2023,201.3520833
45252,11/22/2023,215.3552083
45253,11/23/2023,197.5716667
45254,11/24/2023,283.4639583
45255,11/25/2023,290.38625
45256,11/26/2023,238.9616667
45257,11/27/2023,232.3675
45258,11/28/2023,299.1208333
45259,11/29/2023,224.5183333
45260,11/30/2023,158.4275
45261,12/1/2023,176.47875
45262,12/2/2023,296.631875
45263,12/3/2023,335.2047917
45264,12/4/2023,333.3947917
45265,12/5/2023,357.2975
45266,12/6/2023,335.6745833
45267,12/7/2023,296.471875
45268,12/8/2023,355.79375
45269,12/9/2023,399.6102083
45270,12/10/2023,270.6045833
45271,12/11/2023,326.0802083
45272,12/12/2023,321.8389583
45273,12/13/2023,450.5610417
45274,12/14/2023,438.4102083
45275,12/15/2023,375.9822917
45276,12/16/2023,307.6477083
45277,12/17/2023,299.6320833
45278,12/18/2023,172.403125
45279,12/19/2023,226.3879167
45280,12/20/2023,254.098125
45281,12/21/2023,400.9366667
45282,12/22/2023,319.2866667
45283,12/23/2023,356.639375
45284,12/24/2023,386.0158333
45285,12/25/2023,370.9064583
45286,12/26/2023,462.945625
45287,12/27/2023,322.4966667
45288,12/28/2023,362.2852083
45289,12/29/2023,413.49375
45290,12/30/2023,527.0297917
45291,12/31/2023,457.0172917
45292,1/1/2024,480.70625
45293,1/2/2024,420.035625
45294,1/3/2024,471.910625
45295,1/4/2024,516.6029167
45296,1/5/2024,531.9645833
45297,1/6/2024,498.5739583
45298,1/7/2024,536.3285417
45299,1/8/2024,362.9664583
45300,1/9/2024,464.42
45301,1/10/2024,405.23875
45302,1/11/2024,486.840625
45303,1/12/2024,430.015625
45304,1/13/2024,427.3760417
45305,1/14/2024,477.42625
45306,1/15/2024,420.013125
45307,1/16/2024,444.369375
45308,1/17/2024,533.2277083
45309,1/18/2024,504.7472917
45310,1/19/2024,325.0122917
45311,1/20/2024,409.3427083
45312,1/21/2024,380.4860417
45313,1/22/2024,359.4889583
45314,1/23/2024,463.6047917
45315,1/24/2024,397.7920833
45316,1/25/2024,452.4795833
45317,1/26/2024,388.7772917
45318,1/27/2024,336.74
45319,1/28/2024,287.7704167
45320,1/29/2024,368.9866667
45321,1/30/2024,302.1364583
45322,1/31/2024,213.964375
45323,2/1/2024,141.9129167
45324,2/2/2024,143.2433333
45325,2/3/2024,123.5764583
45326,2/4/2024,167.921875
45327,2/5/2024,270.6491667
45328,2/6/2024,272.0564583
45329,2/7/2024,133.0702083
45330,2/8/2024,130.4839583
45331,2/9/2024,230.5833333
45332,2/10/2024,261.705
45333,2/11/2024,272.3141667
45334,2/12/2024,296.2341667
45335,2/13/2024,249.9629167
45336,2/14/2024,169.5214583
45337,2/15/2024,165.4625
45338,2/16/2024,217.900625
45339,2/17/2024,153.5120833
45340,2/18/2024,114.244375
45341,2/19/2024,151.5660417
45342,2/20/2024,151.4460417
45343,2/21/2024,108.3897917
45344,2/22/2024,135.5860417
45345,2/23/2024,163.16625
45346,2/24/2024,155.4783333
45347,2/25/2024,122.3560417
45348,2/26/2024,104.4147917
45349,2/27/2024,166.766875
45350,2/28/2024,184.5627083
45351,2/29/2024,115.9554167
45352,3/1/2024,102.204375
45353,3/2/2024,76.07791667
45354,3/3/2024,92.52375
45355,3/4/2024,97.029375
45356,3/5/2024,133.3995833
45357,3/6/2024,117.8954167
45358,3/7/2024,138.8139583
45359,3/8/2024,123.7147917
45360,3/9/2024,150.97
45361,3/10/2024,128.0047917
45362,3/11/2024,159.405625
45363,3/12/2024,138.9066667
45364,3/13/2024,102.1654167
45365,3/14/2024,87.17895833
45366,3/15/2024,152.1285417
45367,3/16/2024,157.4495833
45368,3/17/2024,192.2985417
45369,3/18/2024,139.4839583
45370,3/19/2024,160.6972917
45371,3/20/2024,93.17854167
45372,3/21/2024,109.0595833
45373,3/22/2024,140.9602083
45374,3/23/2024,141.3360417
45375,3/24/2024,158.1766667
45376,3/25/2024,149.90375
45377,3/26/2024,118.0525
45378,3/27/2024,88.97083333
45379,3/28/2024,108.3697917
45380,3/29/2024,99.81833333
45381,3/30/2024,74.18458333
45382,3/31/2024,81.25916667
45383,4/1/2024,133.8472917
45384,4/2/2024,106.6691667
45385,4/3/2024,83.796875
45386,4/4/2024,87.51041667
45387,4/5/2024,149.1764583
45388,4/6/2024,155.0660417
45389,4/7/2024,127.1645833
45390,4/8/2024,120.6727083
45391,4/9/2024,115.3739583
45392,4/10/2024,75.45666667
45393,4/11/2024,72.430625
45394,4/12/2024,102.6179167
45395,4/13/2024,94.71541667
45396,4/14/2024,121.5970833
45397,4/15/2024,100.5841667
45398,4/16/2024,78.84083333
45399,4/17/2024,72.81291667
45400,4/18/2024,90.251875
45401,4/19/2024,94.32083333
45402,4/20/2024,71.015
45403,4/21/2024,75.69416667
45404,4/22/2024,74.32458333
45405,4/23/2024,86.105
45406,4/24/2024,85.98020833
45407,4/25/2024,77.36125
45408,4/26/2024,88.26458333
45409,4/27/2024,79.62833333
45410,4/28/2024,72.434375
45411,4/29/2024,78.279375
45412,4/30/2024,67.1825
45413,5/1/2024,104.1422917
45414,5/2/2024,139.641875
45415,5/3/2024,104.95375
45416,5/4/2024,74.85583333
45417,5/5/2024,99.358125
45418,5/6/2024,96.56270833
45419,5/7/2024,104.463125
45420,5/8/2024,124.3220833
45421,5/9/2024,148.4941667
45422,5/10/2024,145.5277083
45423,5/11/2024,110.6322917
45424,5/12/2024,85.70541667
45425,5/13/2024,127.9510417
45426,5/14/2024,123.7877083
45427,5/15/2024,114.096875
45428,5/16/2024,113.8229167
45429,5/17/2024,101.909375
45430,5/18/2024,111.16375
45431,5/19/2024,119.4133333
45432,5/20/2024,110.673125
45433,5/21/2024,121.4408333
45434,5/22/2024,100.2575
45435,5/23/2024,119.6283333
45436,5/24/2024,166.7414583
45437,5/25/2024,162.4152083
45438,5/26/2024,165.0383333
45439,5/27/2024,151.3147917
45440,5/28/2024,115.4260417
45441,5/29/2024,110.3145833
45442,5/30/2024,124.1008333
45443,5/31/2024,115.4739583
45444,6/1/2024,106.96
45445,6/2/2024,106.4554167
45446,6/3/2024,122.7679167
45447,6/4/2024,107.376875
45448,6/5/2024,128.0616667
45449,6/6/2024,204.55375
45450,6/7/2024,161.3952083
45451,6/8/2024,126.3397917
45452,6/9/2024,87.41979167
45453,6/10/2024,118.6222917
45454,6/11/2024,107.9933333
45455,6/12/2024,80.75895833
45456,6/13/2024,123.9891667
45457,6/14/2024,88.22875
45458,6/15/2024,71.07104167
45459,6/16/2024,74.81625
45460,6/17/2024,73.22020833
45461,6/18/2024,104.130625
45462,6/19/2024,158.389375
45463,6/20/2024,199.6366667
45464,6/21/2024,127.7039583
45465,6/22/2024,167.37125
45466,6/23/2024,144.5683333
45467,6/24/2024,148.1964583
45468,6/25/2024,149.1014583
45469,6/26/2024,123.5733333
45470,6/27/2024,115.8345833
45471,6/28/2024,125.8339583
45472,6/29/2024,109.3377083
45473,6/30/2024,126.7202083
45474,7/1/2024,111.4497917
45475,7/2/2024,111.6666667
45476,7/3/2024,111.1658333
45477,7/4/2024,122.2285417
45478,7/5/2024,108.625625
45479,7/6/2024,104.05375
45480,7/7/2024,142.6008333
45481,7/8/2024,124.2345833
45482,7/9/2024,124.7516667
45483,7/10/2024,151.7204167
45484,7/11/2024,142.6547917
45485,7/12/2024,128.150625
45486,7/13/2024,165.1395833
45487,7/14/2024,173.711875
45488,7/15/2024,171.191875
45489,7/16/2024,129.4179167
45490,7/17/2024,112.543125
45491,7/18/2024,168.150625
45492,7/19/2024,156.9789583
45493,7/20/2024,156.2716667
45494,7/21/2024,151.9827083
45495,7/22/2024,135.5022917
45496,7/23/2024,126.875
45497,7/24/2024,101.3145833
45498,7/25/2024,94.50875
45499,7/26/2024,118.059375
45500,7/27/2024,123.724375
45501,7/28/2024,116.9329167
45502,7/29/2024,98.220625
45503,7/30/2024,145.58
45504,7/31/2024,100.0091667
45505,8/1/2024,110.6589583
45506,8/2/2024,102.564375
45507,8/3/2024,79.20145833
45508,8/4/2024,86.11416667
45509,8/5/2024,93.87375
45510,8/6/2024,94.01875
45511,8/7/2024,91.443125
45512,8/8/2024,112.8447917
45513,8/9/2024,114.77875
45514,8/10/2024,100.9516667
45515,8/11/2024,86.944375
45516,8/12/2024,121.2875
45517,8/13/2024,112.865
45518,8/14/2024,96.85958333
45519,8/15/2024,94.16145833
45520,8/16/2024,77.691875
45521,8/17/2024,76.57375
45522,8/18/2024,81.73854167
45523,8/19/2024,82.82145833
45524,8/20/2024,89.178125
45525,8/21/2024,108.7260417
45526,8/22/2024,89.40416667
45527,8/23/2024,126.4677083
45528,8/24/2024,119.4602083
45529,8/25/2024,128.1585417
45530,8/26/2024,115.814375
45531,8/27/2024,68.88125
45532,8/28/2024,71.96625
45533,8/29/2024,67.19229167
45534,8/30/2024,87.81270833
45535,8/31/2024,93.62416667
45536,9/1/2024,111.7175
45537,9/2/2024,74.578125
45538,9/3/2024,108.7629167
45539,9/4/2024,125.1195833
45540,9/5/2024,113.1847917
45541,9/6/2024,120.4675
45542,9/7/2024,145.7622917
45543,9/8/2024,147.275625
45544,9/9/2024,151.7845833
45545,9/10/2024,156.1835417
45546,9/11/2024,166.6816667
45547,9/12/2024,111.8147917
45548,9/13/2024,132.7547917
45549,9/14/2024,148.4341667
45550,9/15/2024,176.3739583
45551,9/16/2024,143.036875
45552,9/17/2024,143.47375
45553,9/18/2024,149.6283333
45554,9/19/2024,92.62791667
45555,9/20/2024,97.2675
45556,9/21/2024,91.36041667
45557,9/22/2024,93.23416667
45558,9/23/2024,110.9041667
45559,9/24/2024,103.9154167
45560,9/25/2024,124.7329167
45561,9/26/2024,107.8539583
45562,9/27/2024,94.04854167
45563,9/28/2024,99.503125
45564,9/29/2024,158.0095833
45565,9/30/2024,136.093125
45627,12/1/2024,261.663
45628,12/2/2024,289.09033
45629,12/3/2024,267.39426
45630,12/4/2024,267.94894
45631,12/5/2024,265.52914
45632,12/6/2024,324.38788
45633,12/7/2024,367.9834
45634,12/8/2024,261.663
45635,12/9/2024,289.09033
45636,12/10/2024,267.39426
45637,12/11/2024,267.94894
45638,12/12/2024,265.52914
45639,12/13/2024,361.2316
45640,12/14/2024,341.96042
45641,12/15/2024,296.66785
45642,12/16/2024,314.84015
45643,12/17/2024,283.92117
45644,12/18/2024,323.67352
45645,12/19/2024,286.6841
45646,12/20/2024,324.38788
45647,12/21/2024,367.9834
45648,12/22/2024,261.663
45649,12/23/2024,289.09033
45650,12/24/2024,267.39426
45651,12/25/2024,267.94894
45652,12/26/2024,265.52914
45653,12/27/2024,324.38788
45654,12/28/2024,367.9834
45655,12/29/2024,261.663
45656,12/30/2024,289.09033
45657,12/31/2024,267.39426
45658,1/1/2025,267.94894
45659,1/2/2025,265.52914
45660,1/3/2025,324.38788
45661,1/4/2025,367.9834
45662,1/5/2025,261.663
45663,1/6/2025,289.09033
45664,1/7/2025,267.39426
45665,1/8/2025,267.94894
45666,1/9/2025,265.52914
45667,1/10/2025,324.38788
45668,1/11/2025,367.9834
45669,1/12/2025,261.663
45670,1/13/2025,388.25116
45671,1/14/2025,289.9278
45672,1/15/2025,301.63678
45673,1/16/2025,299.86646
45674,1/17/2025,306.34015
45675,1/18/2025,372.6135
45676,1/19/2025,282.54453
45677,1/20/2025,289.09033
45678,1/21/2025,267.39426
45679,1/22/2025,267.94894
45680,1/23/2025,265.52914
45681,1/24/2025,324.38788
45682,1/25/2025,367.9834
45683,1/26/2025,261.663
45684,1/27/2025,289.09033
45685,1/28/2025,267.39426
45686,1/29/2025,267.94894
45687,1/30/2025,265.52914
45688,1/31/2025,324.38788
45689,2/1/2025,367.9834
45690,2/2/2025,261.663
45691,2/3/2025,289.09033
45692,2/4/2025,267.39426
45693,2/5/2025,267.94894
45694,2/6/2025,265.52914
45566,10/1/2024,148.4497321
45567,10/2/2024,140.7276488
45568,10/3/2024,111.9160417
45569,10/4/2024,97.4596131
45570,10/5/2024,95.55797619
45571,10/6/2024,125.1701488
45572,10/7/2024,120.6189286
45573,10/8/2024,118.5453869
45574,10/9/2024,132.6563988
45575,10/10/2024,135.8233333
45576,10/11/2024,135.7591369
45577,10/12/2024,114.5549702
45578,10/13/2024,90.79752976
45579,10/14/2024,108.2507738
45580,10/15/2024,126.6195238
45581,10/16/2024,105.7895833
45582,10/17/2024,144.3583929
45583,10/18/2024,134.0524107
45584,10/19/2024,136.4366667
45585,10/20/2024,130.8075595
45586,10/21/2024,146.9519345
45587,10/22/2024,133.533869
45588,10/23/2024,159.8641667
45589,10/24/2024,194.9175
45590,10/25/2024,178.4546429
45591,10/26/2024,172.5975595
45592,10/27/2024,144.7839583
45593,10/28/2024,131.6076488
45594,10/29/2024,124.2807143
45595,10/30/2024,125.6002381
45596,10/31/2024,126.2083929
45597,11/1/2024,140.7016667
45598,11/2/2024,141.391756
45599,11/3/2024,139.6715774
45600,11/4/2024,164.6358333
45601,11/5/2024,161.7960714
45602,11/6/2024,205.438125
45603,11/7/2024,174.3299107
45604,11/8/2024,191.6262202
45605,11/9/2024,206.8302976
45606,11/10/2024,193.1114881
45607,11/11/2024,172.6061425
45608,11/12/2024,169.7313193
45609,11/13/2024,180.3590999
45610,11/14/2024,172.0674159
45611,11/15/2024,170.7981215
45612,11/16/2024,169.1149335
45613,11/17/2024,163.104368
45614,11/18/2024,176.4287136
45615,11/19/2024,169.7313193
45616,11/20/2024,180.3590999
45617,11/21/2024,172.0674159
45618,11/22/2024,170.7981215
45619,11/23/2024,169.1149335
45620,11/24/2024,163.104368
45621,11/25/2024,176.4287136
45622,11/26/2024,169.7313193
45623,11/27/2024,180.3590999
45624,11/28/2024,172.0674159
45625,11/29/2024,170.7981215
45626,11/30/2024,169.1149335
45075,5/29/2023,105.3566667
45076,5/30/2023,99.859375
45077,5/31/2023,73.97833333
45078,6/1/2023,114.52375
45079,6/2/2023,111.086875
45080,6/3/2023,105.01
45081,6/4/2023,77.64375
45082,6/5/2023,95.986875
45083,6/6/2023,100.66125
45084,6/7/2023,75.95354167
45085,6/8/2023,143.8902083
45086,6/9/2023,108.6083333
45087,6/10/2023,87.33541667
45088,6/11/2023,142.2970833
45089,6/12/2023,140.5045833
45090,6/13/2023,113.1079167
45091,6/14/2023,91.77729167
45092,6/15/2023,90.94916667
45093,6/16/2023,80.921875
45094,6/17/2023,136.72
45095,6/18/2023,87.25270833
45096,6/19/2023,121.28875
45097,6/20/2023,152.3235417
45098,6/21/2023,125.479375
45099,6/22/2023,150.9858333
45100,6/23/2023,124.8979167
45101,6/24/2023,93.69333333
45102,6/25/2023,82.42125
45103,6/26/2023,102.2379167
45104,6/27/2023,68.21791667
45105,6/28/2023,73.61125
45106,6/29/2023,81.01145833
45107,6/30/2023,97.42145833
45108,7/1/2023,103.29625
45109,7/2/2023,107.7125
45110,7/3/2023,93.37770833
45111,7/4/2023,81.318125
45112,7/5/2023,79.70854167
45113,7/6/2023,133.3064583
45114,7/7/2023,96.80375
45115,7/8/2023,68.02479167
45116,7/9/2023,51.03416667
45117,7/10/2023,59.28145833
45118,7/11/2023,99.21729167
45119,7/12/2023,94.42458333
45120,7/13/2023,101.9677083
45121,7/14/2023,90.01708333
45122,7/15/2023,84.10875
45123,7/16/2023,94.62229167
45124,7/17/2023,78.98833333
45125,7/18/2023,72.29645833
45126,7/19/2023,81.191875
45127,7/20/2023,108.1135417
45128,7/21/2023,101.3510417
45129,7/22/2023,70.69729167
45130,7/23/2023,98.22854167
45131,7/24/2023,82.66875
45132,7/25/2023,96.068125
45133,7/26/2023,87.93020833
45134,7/27/2023,99.99041667
45135,7/28/2023,87.35916667
45136,7/29/2023,89.39395833
45137,7/30/2023,97.00770833
45138,7/31/2023,129.1441667
45139,8/1/2023,115.3302083
45140,8/2/2023,94.9875
45141,8/3/2023,135.7479167
45142,8/4/2023,97.22270833
45143,8/5/2023,101.666875
45144,8/6/2023,99.11708333
45145,8/7/2023,148.341875
45146,8/8/2023,128.3445833
45147,8/9/2023,126.4029167
45148,8/10/2023,96.9475
45149,8/11/2023,130.7545833
45150,8/12/2023,129.250625
45151,8/13/2023,91.28145833
45152,8/14/2023,111.52
45153,8/15/2023,106.913125
45154,8/16/2023,131.8258333
45155,8/17/2023,125.4429167
45156,8/18/2023,122.5277083
45157,8/19/2023,111.1620833
45158,8/20/2023,123.031875
45159,8/21/2023,125.8922917
45160,8/22/2023,100.4827083
45161,8/23/2023,76.45104167
45162,8/24/2023,123.370625
45163,8/25/2023,90.509375
45164,8/26/2023,104.0479167
45165,8/27/2023,96.00770833
45166,8/28/2023,111.041875
45167,8/29/2023,105.2875
45168,8/30/2023,150.9885417
45169,8/31/2023,136.2370833
45170,9/1/2023,116.3414583
45171,9/2/2023,112.498125
45172,9/3/2023,118.8520833
45173,9/4/2023,105.738125
45174,9/5/2023,106.0960417
45175,9/6/2023,110.065
45176,9/7/2023,106.3227083
45177,9/8/2023,113.630625
45178,9/9/2023,106.1560417
45179,9/10/2023,101.3004167
45180,9/11/2023,106.2160417
45181,9/12/2023,123.5877083
45182,9/13/2023,113.78875
45183,9/14/2023,104.2558333
45184,9/15/2023,94.016875
45185,9/16/2023,88.19333333
45186,9/17/2023,74.83083333
45187,9/18/2023,84.36583333
45188,9/19/2023,87.94125
45189,9/20/2023,91.06354167
45190,9/21/2023,86.39104167
45191,9/22/2023,85.17333333
45192,9/23/2023,73.0575
45193,9/24/2023,92.135
45194,9/25/2023,77.0575
45195,9/26/2023,85.80479167
45196,9/27/2023,85.485625
45197,9/28/2023,132.2025
45198,9/29/2023,93.66979167
45199,9/30/2023,81.91
45200,10/1/2023,100.7014583
45201,10/2/2023,122.3925
45202,10/3/2023,106.7372917
45203,10/4/2023,109.5020833
45204,10/5/2023,130.088125
45205,10/6/2023,148.9083333
45206,10/7/2023,137.7285417
45207,10/8/2023,149.0329167
45208,10/9/2023,112.23
45209,10/10/2023,92.43083333
45210,10/11/2023,142.3170833
45211,10/12/2023,133.1916667
45212,10/13/2023,109.2872917
45213,10/14/2023,71.5025
45214,10/15/2023,71.438125
45215,10/16/2023,56.916875
45216,10/17/2023,70.644375
45217,10/18/2023,82.685625
45218,10/19/2023,110.6872917
45219,10/20/2023,90.42229167
45220,10/21/2023,107.5991667
45221,10/22/2023,115.4245833
45222,10/23/2023,127.33875
45223,10/24/2023,100.133125
45224,10/25/2023,100.0470833
45225,10/26/2023,117.4008333
45226,10/27/2023,148.383125
45227,10/28/2023,167.9229167
45228,10/29/2023,170.79
45229,10/30/2023,176.90875
45230,10/31/2023,180.4772917
45231,11/1/2023,134.7604167
45232,11/2/2023,134.5522917
45233,11/3/2023,194.375
45234,11/4/2023,141.0816667
45235,11/5/2023,157.5970833
45236,11/6/2023,156.2366667
45237,11/7/2023,157.6254167
45238,11/8/2023,188.3045833
45239,11/9/2023,158.3204167
45240,11/10/2023,121.6489583
45241,11/11/2023,99.76083333
45242,11/12/2023,111.515
45243,11/13/2023,130.3514583
45244,11/14/2023,120.5147917
45245,11/15/2023,163.1445833
45246,11/16/2023,141.224375
45247,11/17/2023,115.5372917
45248,11/18/2023,127.01875
45249,11/19/2023,146.7652083
45250,11/20/2023,142.5010417
45251,11/21/2023,140.226875
45252,11/22/2023,209.9295833
45253,11/23/2023,197.7739583
45254,11/24/2023,146.194375
45255,11/25/2023,199.278125
45256,11/26/2023,203.9604167
45257,11/27/2023,142.659375
45258,11/28/2023,194.0927083
45259,11/29/2023,152.9022917
45260,11/30/2023,101.8839583
45261,12/1/2023,120.94875
45262,12/2/2023,164.7179167
45263,12/3/2023,203.3383333
45264,12/4/2023,240.3314583
45265,12/5/2023,200.7547917
45266,12/6/2023,181.94375
45267,12/7/2023,228.854375
45268,12/8/2023,233.2810417
45269,12/9/2023,218.983125
45270,12/10/2023,200.8508333
45271,12/11/2023,273.5129167
45272,12/12/2023,246.65625
45273,12/13/2023,218.5804167
45274,12/14/2023,240.4302083
45275,12/15/2023,241.9085417
45276,12/16/2023,185.9814583
45277,12/17/2023,144.3939583
45278,12/18/2023,159.9689583
45279,12/19/2023,193.7495833
45280,12/20/2023,266.3420833
45281,12/21/2023,304.6966667
45282,12/22/2023,283.2460417
45283,12/23/2023,252.1529167
45284,12/24/2023,234.3335417
45285,12/25/2023,298.30375
45286,12/26/2023,329.57875
45287,12/27/2023,241.6177083
45288,12/28/2023,279.22625
45289,12/29/2023,361.8379167
45290,12/30/2023,390.8397917
45291,12/31/2023,415.1825
45292,1/1/2024,408.460625
45293,1/2/2024,413.9685417
45294,1/3/2024,411.4110417
45295,1/4/2024,405.31875
45296,1/5/2024,398.2558333
45297,1/6/2024,391.994375
45298,1/7/2024,411.764375
45299,1/8/2024,334.8054167
45300,1/9/2024,349.0129167
45301,1/10/2024,336.4310417
45302,1/11/2024,361.1839583
45303,1/12/2024,392.8414583
45304,1/13/2024,392.3766667
45305,1/14/2024,378.8833333
45306,1/15/2024,350.0035417
45307,1/16/2024,393.5772917
45308,1/17/2024,368.0158333
45309,1/18/2024,339.5608333
45310,1/19/2024,331.5208333
45311,1/20/2024,352.3102083
45312,1/21/2024,350.7814583
45313,1/22/2024,322.614375
45314,1/23/2024,322.04875
45315,1/24/2024,316.903125
45316,1/25/2024,337.6777083
45317,1/26/2024,221.291875
45318,1/27/2024,217.4154167
45319,1/28/2024,221.5160417
45320,1/29/2024,200.4747917
45321,1/30/2024,102.4297917
45322,1/31/2024,111.053125
45323,2/1/2024,94.053125
45324,2/2/2024,97.80458333
45325,2/3/2024,98.32895833
45326,2/4/2024,114.1910417
45327,2/5/2024,167.7904167
45328,2/6/2024,163.7277083
45329,2/7/2024,100.37
45330,2/8/2024,120.5495833
45331,2/9/2024,179.793125
45332,2/10/2024,197.4116667
45333,2/11/2024,206.2852083
45334,2/12/2024,237.6027083
45335,2/13/2024,175.3179167
45336,2/14/2024,159.086875
45337,2/15/2024,207.6775
45338,2/16/2024,212.5029167
45339,2/17/2024,186.468125
45340,2/18/2024,121.9504167
45341,2/19/2024,93.415625
45342,2/20/2024,84.17104167
45343,2/21/2024,115.5802083
45344,2/22/2024,82.74520833
45345,2/23/2024,114.3520833
45346,2/24/2024,114.5979167
45347,2/25/2024,112.5529167
45348,2/26/2024,96.58520833
45349,2/27/2024,96.74291667
45350,2/28/2024,104.6029167
45351,2/29/2024,116.8577083
45352,3/1/2024,81.16666667
45353,3/2/2024,62.01125
45354,3/3/2024,113.2604167
45355,3/4/2024,88.78625
45356,3/5/2024,129.86875
45357,3/6/2024,123.0945833
45358,3/7/2024,106.2697917
45359,3/8/2024,89.858125
45360,3/9/2024,94.10083333
45361,3/10/2024,129.1775
45362,3/11/2024,120.8835417
45363,3/12/2024,125.0735417
45364,3/13/2024,87.26208333
